PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Fluorescence Polarization (mP)_A,Fluorescence Intensity_A,Fluorescence Polarization (mP)_B,Fluorescence Intensity_B,Normalized % Inhibition_A,Normalized % Inhibition_B,Normalized % Inhibition_Avg,Normalized Fluorescence Intensity_A,Normalized Fluorescence Intensity_B
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"Fluoresence polarization for replicate A, calculated from parallel and perpendicular intensity channels (milli-polarization units).",Total fluorescence intensity for replicate A.,"Fluoresence polarization for replicate B, calculated from parallel and perpendicular intensity channels (milli-polarization units).",Total fluorescence intensity for replicate B.,"Fluorescence polarization, normalized to plate average FP of positive and negative controls for replicate A.","Fluorescence polarization, normalized to plate average FP of positive and negative controls for replicate B.","Fluorescence polarization, normalized to plate average FP of positive and negative controls (average of A and B replicates)",Fluorescence intensity normalized to average intensity of all wells on plate.,Fluorescence intensity normalized to average intensity of all wells on plate.
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,PERCENT,PERCENT,PERCENT,RATIO,RATIO
50252,92159043,2939248,CC(C(=O)NC1=CC=CC=C1)SC2=CC=CC=N2,Inactive,0,,,207.3,2.73483e+07,208.5,2.76048e+07,-1,-1.76,-1.38,100.7,101.27
50253,92159044,3226971,CC(=O)NC(CC1=CC=C(C=C1)F)C(=O)N2CCN(CC2)C(=O)NC3=CC=C(C=C3)OC,Inactive,0,,,208.1,2.68658e+07,210.9,2.69611e+07,-1.52,-3.32,-2.42,98.93,98.91
50254,92159045,1151823,CCC(CC)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C,Inactive,0,,,209,2.72318e+07,207.7,2.74648e+07,-2.1,-1.25,-1.68,100.28,100.76
50255,92159046,2959275,CN1N=C(N=N1)C(CNCC2=CC(=C(C=C2)OC)OC)O,Inactive,0,,,209.2,2.73007e+07,209.8,2.74351e+07,-2.23,-2.61,-2.42,100.53,100.65
50256,92159047,3220993,COCCNC(=S)N1CCC(CC1)NC(=O)NC2=CC=C(C=C2)F,Inactive,0,,,207.8,2.72492e+07,209.1,2.7381e+07,-1.32,-2.15,-1.74,100.34,100.45
50257,92159048,6487745,C=CCNC(=O)CN1CCN(CC1)C2=CC=CC=C2,Inactive,0,,,207.7,2.69701e+07,209.2,2.7093e+07,-1.26,-2.22,-1.74,99.31,99.39
50258,92159049,3152846,CC(C)NC(=O)C1CCN(CC1)S(=O)(=O)C,Inactive,1,,,203.3,2.7192e+07,206.3,2.72522e+07,1.58,-0.34,0.62,100.13,99.98
50259,92159050,1719381,CC(=O)N1C2=C(C=C(C=C2)Cl)C3=CC=CC=C31,Inactive,0,,,205.3,2.7282e+07,208.9,2.73781e+07,0.29,-2.02,-0.87,100.46,100.44
50260,92159051,1143697,C1CCC(C1)N(CC(=O)NCC2=CC=CC=C2)C(=O)CN3N=C(N=N3)C4=CC=CS4,Inactive,0,,,205.8,2.72789e+07,205.3,2.74845e+07,-0.03,0.31,0.14,100.45,100.83
50261,92159052,6411213,COC1=CC=C(C=C1)C2=NN=C(C=C2)NC3=CC=C(C=C3)C(=O)N4CCCCCC4,Inactive,0,,,208.9,2.64444e+07,210.5,2.65975e+07,-2.04,-3.06,-2.55,97.38,97.58
50262,92159053,1087192,COC1=CC=C(C=C1)OCC(=O)NC2=CC=C(C=C2)N3CCN(CC3)S(=O)(=O)C,Inactive,0,,,207.7,2.77164e+07,208.1,2.7891e+07,-1.26,-1.51,-1.39,102.06,102.32
50263,92159054,3154960,CCCN1CC=C2C(C1)C(C(C(=C2C#N)N)(C#N)C#N)C(C)C,Inactive,22,,,171.3,3.55998e+07,173.6,3.56001e+07,22.26,20.83,21.55,131.09,130.6
50264,92159055,690625,CC1=C(C(=CC=C1)C)NC(=O)CN2C3=CC=CC=C3N=C2SC,Inactive,1,,,202.5,2.72733e+07,205.4,2.74386e+07,2.1,0.24,1.17,100.43,100.66
50265,92159056,3156549,CC(C)(C)OC(=O)N1CC=C2C(C1)C(C(=C(C2(C#N)C#N)N)C#N)C3=CC(=CC=C3)F,Inactive,0,,,225.1,3.01901e+07,224.7,3.06274e+07,-12.5,-12.25,-12.38,111.17,112.36
50266,92159057,712790,CC1=CC=C(C=C1)C2=NC(=O)NC3=CC=CC=C32,Inactive,2,,,200.3,2.71036e+07,205.6,2.70999e+07,3.52,0.11,1.82,99.8,99.42
50267,92159058,3150847,C1=CC=C2C(=C1)C(=CN2CC#N)C(=O)C(F)(F)F,Inactive,0,,,209.7,2.76235e+07,211.3,2.77894e+07,-2.55,-3.58,-3.07,101.72,101.95
50268,92159059,3157071,C1C(=O)N(C(=O)S1)CC(=O)NC2=CC(=CC=C2)Cl,Inactive,0,,,205.3,2.74302e+07,207.3,2.75334e+07,0.29,-0.99,-0.35,101.01,101.01
50269,92159060,644524,COC1=NC(=NC(=N1)NCC=C)NCCN2CCOCC2,Inactive,0,,,207.4,2.75708e+07,208.8,2.76564e+07,-1.07,-1.96,-1.52,101.52,101.46
50270,92159061,1080293,C1=CC=C(C(=C1)CN2C3=CC=CC4=C3C(=CC=C4)S2(=O)=O)C#N,Inactive,0,,,206.4,2.66962e+07,210.2,2.67178e+07,-0.42,-2.86,-1.64,98.3,98.02
50271,92159062,1090316,C1=CC=C(C(=C1)NCC2=C3C=CC=NC3=C(C=C2)O)Cl,Inactive,0,,,205.7,2.71001e+07,209.3,2.71635e+07,0.03,-2.28,-1.13,99.79,99.65
50272,92159063,697579,C1CCC2=NC(=C(C=C2C1)C#N)S(=O)(=O)CC3=CC=CC=C3,Inactive,0,,,212.8,2.54044e+07,210.4,2.52823e+07,-4.56,-2.99,-3.78,93.55,92.75
50273,92159064,828600,CCC(=O)N1C(=NC(=N1)C2=CC=CC=C2)N,Inactive,0,,,209.8,2.58158e+07,209,2.5835e+07,-2.62,-2.09,-2.36,95.06,94.78
50274,92159065,2068159,C1CCN(C1)C(=O)CC2=NN=C(S2)N,Inactive,0,,,205.4,2.62464e+07,206.4,2.63082e+07,0.23,-0.4,-0.09,96.65,96.51
50275,92159066,650247,C1CC2=C(C1)C=C(C=C2)NC(=O)COCC(=O)O,Inactive,0,,,208.5,2.59781e+07,207.4,2.60733e+07,-1.78,-1.05,-1.42,95.66,95.65
50276,92159067,2169712,C1=CC=C(C=C1)CCCNC(=O)C2=CC=CS2,Inactive,0,,,207.6,2.64614e+07,207.8,2.64346e+07,-1.2,-1.31,-1.26,97.44,96.98
50277,92159068,3152805,C1=CC=C2C(=C1)C(OC2=O)NC3=CC=CC=C3C(F)(F)F,Inactive,0,,,208.6,2.61371e+07,207.6,2.62713e+07,-1.84,-1.18,-1.51,96.24,96.38
50278,92159069,753735,COC1=CC=C(C=C1)CCNC(=O)C2=CC3=C(C=C2)OCO3,Inactive,0,,,208.4,2.63595e+07,209.6,2.63512e+07,-1.71,-2.48,-2.1,97.06,96.67
50279,92159070,3152820,CC(=O)NC1=CC=C(C=C1)NC2C3=CC=CC=C3C(=O)O2,Inactive,0,,,206.1,2.62566e+07,209.1,2.62397e+07,-0.23,-2.15,-1.19,96.68,96.26
50280,92159071,2299844,C1=CC=C(C=C1)CCCNC(=O)CC2=CC=CS2,Inactive,0,,,207.5,2.64437e+07,206.7,2.63982e+07,-1.13,-0.6,-0.87,97.37,96.84
50281,92159072,1091503,C1CN(CC2=CC=CC=C21)C(=O)CN3C=C(C4=CC=CC=C43)C(=O)C5=CC=CO5,Inactive,0,,,212.1,2.59072e+07,212.6,2.59492e+07,-4.1,-4.42,-4.26,95.4,95.2
50282,92159073,564792,CN=C1N(C(=O)CC(S1)C(=O)NC2=CC=CC=C2)C,Inactive,0,,,206.3,2.63233e+07,206.3,2.64201e+07,-0.36,-0.34,-0.35,96.93,96.92
50283,92159074,900671,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)N(C)S(=O)(=O)C,Inactive,0,,,204.8,2.66345e+07,206.5,2.66057e+07,0.61,-0.47,0.07,98.08,97.61
50284,92159075,938774,CN1C(=O)C2=CC=CC=C2N(C1=O)CC(=O)N,Inactive,0,,,207.3,2.65629e+07,208.6,2.6557e+07,-1,-1.83,-1.42,97.81,97.43
50285,92159076,1448424,CN1C(=NN=C1SC)CCN,Inactive,0,,,207.1,2.63314e+07,206.1,2.64146e+07,-0.87,-0.21,-0.54,96.96,96.9
50286,92159077,932719,CN1CCC(CC1)OC(=O)COC2=CC=C(C=C2)OC,Inactive,0,,,205.1,2.6232e+07,207.2,2.62694e+07,0.42,-0.92,-0.25,96.59,96.37
50287,92159078,3220151,CC1=CC(=NO1)NC(=O)C2C3C(=O)N(C(C34C=CC2(O4)C)C(=O)NC(C)(C)C)C5=CC=CC=C5Cl,Inactive,0,,,206,2.63119e+07,207.9,2.63052e+07,-0.16,-1.38,-0.77,96.89,96.5
50288,92159079,1048346,CCCC(=O)NC1=CC(=C(C=C1)Cl)NC(=O)C2=C(N=CC=C2)Cl,Inactive,1,,,203,2.63378e+07,204.3,2.62865e+07,1.78,0.95,1.37,96.98,96.43
50289,92159080,650957,CC(=O)N1CC=C2C(C1)C(C(C(=C2C#N)N)(C#N)C#N)CCC3=CC=CC=C3,Inactive,0,,,207.4,2.67801e+07,210.8,2.6659e+07,-1.07,-3.25,-2.16,98.61,97.8
50290,92159081,2213088,CC(=O)NC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC4=CC=CC=C4O3,Inactive,0,,,205.2,2.63883e+07,205.3,2.6275e+07,0.36,0.31,0.34,97.17,96.39
50291,92159082,135439117,C1=CC=C(C=C1)NC(=O)C2=C3C(=NS2)C(=O)NC=N3,Inactive,0,,,206.8,2.60769e+07,205.7,2.60718e+07,-0.68,0.05,-0.32,96.02,95.65
50292,92159083,1459952,COC1=CC2=CC(=C(N=C2C=C1)Cl)CN(C3CCCC3)C(=O)C4=CC=CO4,Inactive,0,,,205.4,2.63449e+07,208.8,2.63479e+07,0.23,-1.96,-0.87,97.01,96.66
50293,92159084,651811,COC(=O)CNC1=C2C(=NC(=N1)C3CC3)N(N=N2)CC4=CC=CC=C4Cl,Inactive,0,,,208,2.63353e+07,209,2.6402e+07,-1.45,-2.09,-1.77,96.97,96.86
50294,92159085,1433996,CN(C)C1=NC(=NC2=C1N=NN2CC3=CC=CC=C3Cl)C4CC4,Inactive,0,,,207.1,2.55199e+07,210.2,2.55422e+07,-1.12,-2.61,-1.87,94.52,94.18
50295,92159086,135516116,CCOC(=O)C1=C(CSC1=NC(=O)C2=CC=C(C=C2)OC)O,Inactive,0,,,227,2.76562e+07,211.7,2.64647e+07,-13.96,-3.58,-8.77,102.43,97.58
50296,92159087,647015,CN(C1=NN=C(S1)C2CCOC2)C(=O)C3=CC=CC(=C3)C#N,Inactive,0,,,207.5,2.63957e+07,206.9,2.64741e+07,-1.38,-0.47,-0.93,97.76,97.61
50297,92159088,2830432,CCOC(=O)C1=C(NC(=O)NC1C2=C(C=CC3=CC=CC=C32)O)C,Inactive,0,,,206.9,2.64956e+07,207.1,2.64926e+07,-0.99,-0.6,-0.8,98.13,97.68
50298,92159089,1444953,C1CN(CCC1C(=O)NCC2=CC=CO2)S(=O)(=O)CC3=CC=CC=C3,Inactive,0,,,207.7,2.66428e+07,207.9,2.66242e+07,-1.51,-1.12,-1.32,98.68,98.16
50299,92159090,1142340,COC1=CC=C(C=C1)N2C=CC=C2C=C(C#N)C#N,Inactive,0,,,206.7,2.65312e+07,208.4,2.66794e+07,-0.86,-1.44,-1.15,98.26,98.37
50300,92159091,1449001,CN1C2=C(C(=O)N(C1=O)C)N3CC4=C(C=CC=C4Cl)N(C3=N2)CCNC(=O)C5CCC5,Inactive,0,,,212.9,2.65816e+07,211.3,2.66071e+07,-4.86,-3.32,-4.09,98.45,98.1
50301,92159092,753662,CCS(=O)(=O)C1=NN=NN1C2=CC=CC=C2,Inactive,0,,,209.3,2.67196e+07,209.7,2.67551e+07,-2.54,-2.29,-2.42,98.96,98.65
50302,92159093,690423,CC(=O)NC1=CC=C(C=C1)C(=O)N2CCC3=CC=CC=C3C2,Inactive,0,,,209.1,2.62173e+07,209.6,2.62288e+07,-2.41,-2.22,-2.32,97.1,96.71
50303,92159094,919038,CC1(NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3)C,Inactive,0,,,211.2,2.65041e+07,211.9,2.64097e+07,-3.77,-3.71,-3.74,98.16,97.37
50304,92159095,2954742,CCSC1=CC=CC=C1C(=O)NCCCN2C=CN=C2,Inactive,0,,,209.2,2.65555e+07,210.5,2.65911e+07,-2.48,-2.81,-2.65,98.35,98.04
50305,92159096,1092657,CCCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC=CO3)Cl,Inactive,0,,,211.2,2.63681e+07,214.9,2.6461e+07,-3.77,-5.66,-4.72,97.66,97.56
50306,92159097,934977,C1CCC2(CC1)NC3=CC=CC=C3CO2,Inactive,0,,,212.7,2.66582e+07,212.8,2.66878e+07,-4.73,-4.3,-4.52,98.74,98.4
50307,92159098,573297,C1CN=C(N1)SCC2=CC=CC=C2F,Inactive,0,,,211.9,2.69053e+07,213.9,2.67985e+07,-4.22,-5.01,-4.62,99.65,98.81
50308,92159099,3229109,C1CN(C2=CC=CC=C21)C(C3=CC=CC(=C3)C#N)C4=NN=NN4CC5=CC=C(C=C5)F,Inactive,0,,,209.7,2.6747e+07,211.9,2.67346e+07,-2.8,-3.71,-3.26,99.06,98.57
50309,92159100,1092987,CCN1C2=CC=CC=C2N=C1NCC3=CC=CC=C3,Inactive,0,,,212.3,2.67566e+07,211.2,2.6699e+07,-4.48,-3.26,-3.87,99.1,98.44
50310,92159101,743793,CC1=NC(=CC=C1)NC(=O)CC2=CC=CC=C2OC,Inactive,0,,,212.6,2.68007e+07,209.3,2.67854e+07,-4.67,-2.03,-3.35,99.26,98.76
50311,92159102,6401675,CC1=NN=C(C2=CC=CC=C12)NCC3=CC=CC=C3,Inactive,0,,,211.3,2.66417e+07,210.8,2.66879e+07,-3.83,-3,-3.42,98.67,98.4
50312,92159103,753425,C=CCN1C(=CC(=O)N=C1SCC(=O)NC2CCCCC2)N,Inactive,0,,,209.7,2.69797e+07,210.8,2.69587e+07,-2.8,-3,-2.9,99.93,99.4
50313,92159104,705265,CCOC1=CC=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)OC,Inactive,0,,,213.2,2.65535e+07,215.6,2.65066e+07,-5.06,-6.11,-5.59,98.35,97.73
50314,92159105,644816,CC1=CC2=NC(=C(N2C=C1)NC3CCCCC3)C,Inactive,0,,,211.5,2.65426e+07,212.5,2.65339e+07,-3.96,-4.1,-4.03,98.31,97.83
50315,92159106,2957799,CC(C)N1C2=CC=CC=C2C(C1=O)NC(=O)C,Inactive,0,,,211.2,2.66446e+07,211.8,2.66485e+07,-3.77,-3.65,-3.71,98.68,98.25
50316,92159107,812681,CC(C)C(=O)N1CCC(CC1)C2=NC(=NO2)C3=CC=C(C=C3)F,Inactive,3,,,200.8,2.61131e+07,200.8,2.62814e+07,2.94,3.49,3.22,96.72,96.9
50317,92159108,3157615,C1C23C=CC(O2)C(C3C(=O)N1CC4=C(C(=CC=C4)Cl)Cl)C(=O)O,Inactive,4,,,198.2,2.68736e+07,200,2.69766e+07,4.62,4.01,4.32,99.53,99.46
50318,92159109,751794,CCC1=CC=C(C=C1)C2=CSC(=N2)NC3=NC=CC=N3,Inactive,4,,,199.8,2.73352e+07,200,2.7306e+07,3.59,4.01,3.8,101.24,100.68
50319,92159110,155423,CC1=CC(=CC=C1)C2=NC3=CC=CC=C3O2,Inactive,3,,,199.7,2.69802e+07,201.8,2.72499e+07,3.65,2.84,3.25,99.93,100.47
50320,92159111,1082615,CS(=O)(=O)N(CC1=CC=CC=C1)CC(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,Inactive,2,,,201.4,2.74085e+07,204.3,2.75069e+07,2.56,1.22,1.89,101.51,101.42
50321,92159112,1451796,CCN(C1=NN=C(S1)C2=CC=NC=C2)C(=O)CC3=CC=CC=C3OC,Inactive,2,,,203.8,2.72131e+07,202.3,2.71529e+07,1.01,2.51,1.76,100.79,100.11
50322,92159113,1169211,C1=CN2C(=NC(=N2)C(=O)NC3=CC(=C(C=C3)F)F)N=C1,Inactive,0,,,216.7,2.38068e+07,213.7,2.42168e+07,-7.32,-4.88,-6.1,88.17,89.29
50323,92159114,3152836,C1=CC=C2C(=C1)C(OC2=O)NC3=CC4=C(C=C3)N=CC=C4,Inactive,3,,,200.8,2.56263e+07,202,2.58225e+07,2.94,2.71,2.83,94.91,95.21
50324,92159115,3157925,CC1=C(C=C(C=C1)NC(=O)C2CC(=O)N3C=NN=C3N2)Cl,Inactive,1,,,205.6,2.71997e+07,203.2,2.74659e+07,-0.15,1.93,0.89,100.74,101.27
50325,92159116,900743,CC1CCN(CC1)C(=O)C2=CC3=C(C=C2)N(N=N3)C,Inactive,1,,,205.2,2.76239e+07,203.8,2.76598e+07,0.1,1.54,0.82,102.31,101.98
50326,92159117,880219,C1CCN(CC1)C(=O)C2=CN(N=C2C3=CN=CC=C3)C4=CC=CC=C4,Inactive,1,,,203.9,2.74848e+07,203.5,2.75723e+07,0.94,1.73,1.34,101.8,101.66
50327,92159118,1604980,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCCO,Inactive,0,,,206,2.66473e+07,205,2.68069e+07,-0.41,0.76,0.18,98.69,98.84
50328,92159119,745346,COC1=CC(=CC(=C1OC)OC)C2=NC3=C(O2)C=CC(=C3)Cl,Inactive,1,,,203.2,2.75983e+07,205.1,2.76545e+07,1.4,0.7,1.05,102.22,101.96
50329,92159120,2929559,CC1=C(N(N=C1C)C2CC(=O)N(C2=O)C3=CC=C(C=C3)Cl)C,Inactive,0,,,212.5,2.76284e+07,210.3,2.7688e+07,-4.61,-2.68,-3.65,102.33,102.09
50330,92159121,930545,C1CCN(CC1)CNC(=O)NC2=CC(=CC=C2)Cl,Inactive,0,,,206.6,2.78344e+07,206.6,2.78678e+07,-0.8,-0.28,-0.54,103.09,102.75
50331,92159122,5769314,CC1=CC=C(C=C1)/C(=C\C2=CC=CO2)/C#N,Inactive,0,,,206.1,2.80207e+07,206.7,2.82143e+07,-0.48,-0.34,-0.41,103.78,104.03
50332,92159123,752479,C1=CC=C2C(=C1)N=C3N2C4=C(S3)C=C(C(=C4)C#N)C#N,Inactive,1,,,202.9,2.7623e+07,206.4,2.79061e+07,1.59,-0.15,0.72,102.31,102.89
50333,92159124,3212742,COCCN(C1=NN=C(S1)C2=CC(=C(C(=C2)OC)OC)OC)C(=O)C3CC3,Inactive,0,,,214.4,2.66451e+07,214.1,2.66559e+07,-5.83,-5.14,-5.49,98.69,98.28
50334,92159125,1553516,C1=CC=C2C(=C1)C(=NC=N2)NCCCC(=O)O,Inactive,2,,,200.8,2.7683e+07,203.5,2.76677e+07,2.94,1.73,2.34,102.53,102.01
50335,92159126,1074688,C1=CC=C(C(=C1)C(=O)N(CC2=CC=CS2)C3=CC=C(C=C3)O)F,Inactive,0,,,206.9,2.7663e+07,204.9,2.78161e+07,-0.99,0.83,-0.08,102.46,102.56
50336,92159127,1076510,CCOC1=NO[N+](=C1C2=CC=CC=C2)[O-],Inactive,0,,,205,2.72734e+07,205.6,2.74163e+07,0.23,0.37,0.3,101.01,101.09
50337,92159128,1085002,COC1=CC(=C(C=C1)OC)NC(=O)CCN2C=NC3=CC=CC=C3C2=O,Inactive,0,,,207,2.76269e+07,208.2,2.77011e+07,-1.06,-1.31,-1.19,102.32,102.14
50338,92159129,1155283,CCN(CC)C(=O)CSC1=NN=C(O1)COC2=CC=C(C=C2)Br,Inactive,4,,,199.4,2.6478e+07,201.1,2.65011e+07,3.85,3.29,3.57,98.07,97.71
50339,92159130,135414599,C1CN2C(CC(=O)NC2=NC(=O)C3=CC=C(C=C3)Cl)C(=O)N1,Inactive,5,,,197.6,2.70157e+07,199,2.72073e+07,5.01,4.65,4.83,100.06,100.31
50340,92159131,1447078,CC1=NN=C(S1)N(C)C(=O)CNC(=O)C2=CC=CC=C2,Inactive,5,,,200.5,2.6773e+07,196.6,2.70688e+07,3.14,6.21,4.68,99.16,99.8
50341,92159132,690632,CC1=CC=C(O1)C(=O)NC2=CC=CC=C2OC,Inactive,5,,,197.7,2.72484e+07,197.9,2.707e+07,4.94,5.37,5.16,100.92,99.81
50342,92159133,3230695,C=CCNC(=O)C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(F)(F)F,Inactive,3,,,200.4,2.70068e+07,202.9,2.73287e+07,3.2,2.12,2.66,100.03,100.76
50343,92159134,1163425,CCOC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)N2CCCCC2)C3=CC=CC=C3,Inactive,2,,,202.7,2.76636e+07,203,2.77119e+07,1.72,2.06,1.89,102.46,102.18
50344,92159135,1449015,CC1=C(SC2=C1C3=NNC(=S)N3C(=N2)C(C)C)C,Inactive,2,,,202.4,2.75176e+07,201.9,2.75518e+07,1.91,2.77,2.34,101.92,101.58
50345,92159136,2941798,COC1=CC=C(C=C1)C2C3=CC4=C(C=C3OC(=C2C#N)N)OCO4,Inactive,3,,,201.5,2.66207e+07,201.3,2.6811e+07,2.49,3.16,2.83,98.6,98.85
50346,92159137,2865147,CC1CN(CC(O1)C)C(=O)C2=CC=CC=C2OC(=O)C,Inactive,3,,,201.5,2.78305e+07,199.5,2.78763e+07,2.49,4.33,3.41,103.08,102.78
50347,92159138,2059795,C1CCN(C1)C(=O)CN2C3=CC=CC4=C3C(=CC=C4)C2=O,Inactive,1,,,199.6,2.72866e+07,209.6,2.76323e+07,3.72,-2.22,0.75,101.06,101.88
50348,92159139,3119235,CC1=CC(=NN1CC(=O)N2C3=CC=CC=C3C4=CC=CC=C42)C,Inactive,2,,,202.5,2.73002e+07,201.7,2.73784e+07,1.85,2.9,2.38,101.11,100.95
50349,92159140,3157630,CCC1=CC=C(C=C1)NC(=O)CN2C(=O)CSC2=O,Inactive,2,,,203.8,2.76165e+07,202.6,2.77073e+07,1.01,2.32,1.67,102.28,102.16
50350,92159141,9567958,CC1=CC(=NC(=N1)/N=C(\N)/N2CCC3=CC=CC=C32)C,Inactive,1,,,205.3,2.72473e+07,204.2,2.73995e+07,0.04,1.28,0.66,100.92,101.02
50351,92159142,135436840,CN(C1=CC=CC=C1)C(=O)CSC2=NC(=CC(=O)N2)N,Inactive,0,,,205.2,2.74285e+07,206,2.74794e+07,0.1,0.11,0.11,101.59,101.32
50352,92159143,3231068,C1CCC(C1)NC(=O)C(C2=CC=CC=N2)N(C3=CC=CC=C3)C(=O)C4=CC5=C(C=C4)OCCO5,Inactive,1,,,203.5,2.81009e+07,204.5,2.82372e+07,1.2,1.09,1.15,104.08,104.11
50353,92159144,1088927,C1=CC=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2)N=CN3,Inactive,2,,,200.5,2.74854e+07,203.6,2.74386e+07,3.14,1.67,2.41,101.8,101.17
50354,92159145,878243,C1CN(CCN1C2=CC=CC=C2)C(=O)N3CCOCC3,Inactive,3,,,201.9,2.68874e+07,201.4,2.70348e+07,2.23,3.1,2.67,99.58,99.68
50355,92159146,745853,CN(C)C(=O)CN1C(=O)C2=CC=CC=C2C(=N1)C3=CC=CC=C3,Inactive,2,,,202.8,2.76799e+07,202,2.76743e+07,1.65,2.71,2.18,102.52,102.04
50356,92159147,1450685,C1CN(CCN1C2=CC=C(C=C2)F)C(=O)CSC3=C(C=C4C=C5C(=CC4=N3)OCCO5)C#N,Inactive,1,,,204.9,2.8009e+07,204.3,2.79949e+07,0.3,1.22,0.76,103.74,103.22
50357,92159148,2316173,C1=CC=C2C(=C1)C3=C(S2)C=C(S3)C(=O)NCCCO,Inactive,0,,,207,2.71803e+07,206,2.75089e+07,-1.06,0.11,-0.48,100.67,101.43
50358,92159149,3231074,C1CCC(C1)N(CC(=O)NCC2=CC3=C(C=C2)OCO3)C(=O)C4=CN=C(C=C4)Cl,Inactive,1,,,205.1,2.75945e+07,204.7,2.71016e+07,0.17,0.96,0.57,102.2,99.93
50359,92159150,2955680,CC1=CC2=C(C=C1)N(C(=O)C2NC(=O)C)CCC3=CC=CC=C3,Inactive,0,,,205.1,2.71719e+07,205,2.78383e+07,0.17,0.76,0.47,100.64,102.64
50360,92159151,649642,C1CN(CCC1C2=NC(=NO2)C3=CC=C(C=C3)F)C(=O)NC4=CC=C(C=C4)Cl,Inactive,4,,,200,2.6249e+07,199,2.63329e+07,3.46,4.65,4.06,97.22,97.09
50361,92159152,1124069,COC1=C(C=C(C=C1)Cl)C(=O)N2CCCC2,Inactive,5,,,198.5,2.67492e+07,198.5,2.67975e+07,4.43,4.98,4.71,99.07,98.8
50362,92159153,135467390,CC1=CC(=NC2=C1C(=O)NC(=N2)SCC(=O)NCCC3=CC=CC=C3)C,Inactive,4,,,201.3,2.6678e+07,197.5,2.67026e+07,2.62,5.63,4.13,98.81,98.45
50363,92159154,653131,CCOC(=O)N1CCN(CC1)CC2=CC=CC=N2,Inactive,5,,,198.8,2.67662e+07,198.4,2.69559e+07,4.23,5.04,4.64,99.13,99.39
50364,92159155,893542,C1CCC(C1)NC(=O)CNS(=O)(=O)C2=CC=C(C=C2)Cl,Inactive,2,,,202.1,2.71059e+07,202.9,2.71925e+07,2.11,2.12,2.12,100.39,100.26
50365,92159156,653459,C1CN(CCN1CC(=O)N(C2=CC=CC=C2)C3=CC4=CC=CC=C4C=C3)C5=CC=CC=N5,Inactive,2,,,203.8,2.71373e+07,200.9,2.73001e+07,1.01,3.42,2.22,100.51,100.66
50366,92159157,1169219,C1=CN2C(=NC(=N2)C(=O)NC3=C(C=CC(=C3)Cl)O)N=C1,Inactive,4,,,198,2.70422e+07,200.6,2.64063e+07,4.75,3.62,4.19,100.16,97.36
50367,92159158,1092638,CC(C)C1=CC=CC=C1C=NCC(=O)O,Inactive,4,,,200.1,2.63689e+07,198.9,2.60211e+07,3.4,4.72,4.06,97.66,95.94
50368,92159159,728839,CC1(CC(CC(N1)(C)C)NS(=O)(=O)C2=CC=CC=C2)C,Inactive,4,,,199.7,2.78167e+07,200.9,2.7509e+07,3.65,3.42,3.54,103.03,101.43
50369,92159160,977007,CN1C2=C(C=C(C=C2)C(=O)NCC3=CC=CO3)N=N1,Inactive,5,,,197.4,2.68749e+07,198.4,2.67458e+07,5.14,5.04,5.09,99.54,98.61
50370,92159161,876242,C1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=CC=CC=C4,Inactive,2,,,202.3,2.78157e+07,202.5,2.78489e+07,1.98,2.38,2.18,103.02,102.68
50371,92159162,63120,CC1=C(N=CC=C1)N2C(=NC3=CC=CC=C3C2=O)C,Inactive,2,,,204.3,2.72043e+07,201.7,2.70166e+07,0.69,2.9,1.8,100.76,99.61
50372,92159163,977003,C1=CC=C(C=C1)SCC(=O)NC2=CNC(=O)NC2=O,Inactive,2,,,204.7,2.67215e+07,199.7,2.73873e+07,0.43,4.2,2.32,98.97,100.98
50373,92159164,2929827,C1CC(OC1)CN2C(=O)C3C4C=CC(C3C2=O)C45CC5,Inactive,1,,,204.7,2.77707e+07,202.9,2.7921e+07,0.43,2.12,1.28,102.86,102.95
50374,92159165,674305,COC1=CC(=C(C=C1)O)C2=C(NN=C2)C3=CC=CS3,Inactive,2,,,203,2.75915e+07,202,2.72508e+07,1.52,2.71,2.12,102.19,100.47
