PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000000311 uM,Activity at 0.0000000880 uM,Activity at 0.0000001756 uM,Activity at 0.0000004972 uM,Activity at 0.0000014063 uM,Activity at 0.0000028127 uM,Activity at 0.0000079555 uM,Activity at 0.0000225014 uM,Activity at 0.0000450029 uM,Activity at 0.0001299230 uM,Activity at 0.0003002708 uM,Activity at 0.0008965874 uM,Activity at 0.00268 uM,Activity at 0.00700 uM,Activity at 0.016 uM,Activity at 0.032 uM,Activity at 0.076 uM,Activity at 0.219 uM,Activity at 0.631 uM,Activity at 1.728 uM,Activity at 3.886 uM,Activity at 8.587 uM,Activity at 17.80 uM,Activity at 49.20 uM,Activity at 107.3 uM,Activity at 231.0 uM,Compound QC
47,104231854,49858774,C[C@@H]1[C@@H]([C@H](NC(=O)N1CC2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00162473-02/110104445,,Inactive,,,,0,,,4.9549,0.3234,-17.8235,-4.6915,4,0 0 0 0 0 0 0,-22.2964,,,,,,,,,,,,-7.6596,-25.6862,,-14.4061,,-19.8948,,-16.0803,-8.5659,,-22.2964,,,,,QC'd by BUCMLD
48,104231855,16759322,CCCCCCCC1=CC2=C(C=C(C=C2)F)C(N1C(=O)OC)C(C(=O)C)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00160955-04/110105294,,Inactive,,,,0,,,,,,,4,,3.9678,,,,,,,,,,,,-6.2927,1.7279,,-3.511,,18.0934,,1.7312,-5.8901,,3.9678,,,,,QC'd by BUCMLD
49,104231856,49859475,COC1=CC=CC(=C1)C(CC2=CCCCC2)NC(=O)C(F)(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185524-01/110103927,,Activator,2.9855,39.3701,,0,Single point of activity,-5.525,3.9295,0.8713,42.3775,3.0073,3,1 0 0 1 0 0 0,42.0861,,,,,,,,,,,,31.4523,-3.1107,,14.0472,,51.09,,2.4029,8.3267,,42.0861,,,,,QC'd by BUCMLD
50,104231857,49858656,CC1=C(C(NC(=O)N1CC2=CC=CC=C2)C3=CC=CO3)C(=O)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00162488-02/110104199,,Inhibitor,0.1334,29.7615,,10,Complete curve; partial efficacy; poor fit,-6.875,4.9549,0.6711,-26.2615,3.5,-1.4,0 0 0 0 0 0 1,-6.6999,,,,,,,,,,,,19.7748,-11.5727,,2.1677,,2.3228,,-32.5979,-20.2701,,-6.6999,,,,,QC'd by BUCMLD
51,104231858,24750443,COCC(=O)C([C@H](CCC1=CC=CC=C1)NC(=O)OC)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161145-02/110104725,,Inactive,,,,0,,,4.095,0.9671,-12.2372,15,4,0 0 0 0 0 0 1,12.876,,,,,,,,,,,,14.7353,-8.3993,,-15.6144,,-12.2297,,-10.7655,-9.7768,,12.876,,,,,QC'd by BUCMLD
52,104231859,49859230,CCN1C(=C(C(NC1=O)C2=CC=CC=C2)C(=O)OCC=C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185608-01/110103783,,Inactive,,,,0,,,4.9549,0.513,7,-13.2692,4,0 0 0 0 1 0 0,5.1313,,,,,,,,,,,,-6.9268,-21.0577,,-2.5864,,-20.1565,,18.5972,-16.5833,,5.1313,,,,,QC'd by BUCMLD
53,104231860,9548991,C[C@H]1CC2=C(CO1)C3=C(CCN(C3)C(=O)C4=CN=CC=C4)N=C2COC5=CC=CC=C5,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00162891-03/110105235,,Activator,6.6838,47.4226,,0,Single point of activity,-5.175,4.9549,0.6746,45.6484,-1.7742,3,0 0 0 0 0 0 0,37.8504,,,,,,,,,,,,-2.8009,18.8945,,-8.949,,2.4631,,-7.9219,-12.335,,37.8504,,,,,QC'd by BUCMLD
54,104231861,49859452,COC(=O)C1=C(N=C2[C@@]3([C@H]1N(C4=CC=CC=C43)CC5=CC=CC=C5)CCC(=O)N2CC6CC6)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185129-01/110104687,,Inactive,,,,0,,,,,,,4,,-5.6905,,,,,,,,,,,,-2.1029,0.7993,,-26.1637,,-5.6586,,5.1257,-24.284,,-5.6905,,,,,QC'd by BUCMLD
55,104231862,49858508,C[C@H]1C=CCCO[C@@]12C3=C(C=CC(=C3)OC)N(C2=O)CC4=CC=C(C=C4)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185509-01/110103792,,Activator,0.0119,13,,0,Complete curve; partial efficacy; poor fit,-7.925,3.5117,0.8156,40.5,27.5,1.4,0 0 0 0 0 1 0,39.7941,,,,,,,,,,,,32.271,23.0001,,35.9537,,40.7513,,40.8444,-9.5256,,39.7941,,,,,QC'd by BUCMLD
56,104231863,16759765,CCOC(=O)N1[C@@H](C[C@@]23C1=NC(=C([C@@H]2NC4=CC=CC=C34)C(=O)OC)C(=O)OC)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00162703-02/110105133,,Inactive,,,,0,,,0.3,0.4976,-37.6209,0,4,1 0 0 0 0 0 0,-28.0174,,,,,,,,,,,,-22.4169,1.096,,-16.3322,,-6.5356,,-17.7774,-9.2133,,-28.0174,,,,,QC'd by BUCMLD
57,104231864,49859511,COC1=CC2=C([C@@H]([C@H](OC2)[C@@H](CO)O)C=CC3=CC=CC=C3)C(=C1)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185467-01/110103735,,Inactive,,,,0,,,,,,,4,,0.5152,,,,,,,,,,,,-2.4906,-27.741,,53.9937,,9.9263,,-7.6948,-17.6869,,0.5152,,,,,QC'd by BUCMLD
58,104231865,49858440,CC1C(C2C(=O)C(=CC1(C2=O)CC=C)OC)C3=CC=C(C=C3)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185349-01/110103862,,Inactive,,,,0,,-9.125,4.9549,0.7208,-30.1091,-41.1091,4,0 0 0 1 0 0 0,-31.861,,,,,,,,,,,,-38.4243,-27.718,,-29.9692,,0.3217,,-32.9286,-27.5909,,-31.861,,,,,QC'd by BUCMLD
59,104231866,49859167,CC(=CCCC(=CCON=C1C[C@H]([C@H]([C@H]2[C@@H]1CC[C@@H]3[C@@H]2C(=O)N(C3=O)C4=CC(=CC=C4)OC5=CC=CC=C5)O)O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00017904-03/110104691,,Inactive,,,,0,,,,,,,4,,-20.6616,,,,,,,,,,,,-3.1709,-21.7794,,9.1271,,-33.4342,,4.4799,-11.3901,,-20.6616,,,,,QC'd by BUCMLD
60,104231867,49859231,CC1=C[C@H](O[C@]2(C1)C3=CC=CC=C3N(C2=O)CC=C(C)CCC=C(C)C)COCC4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185577-01/110103632,,Inactive,,,,0,,,3.9295,0.4164,-21.0131,2.86,4,0 0 0 0 0 0 0,-22.3276,,,,,,,,,,,,-16.4658,16.7384,,-10.0152,,20.4725,,-8.929,-19.3027,,-22.3276,,,,,QC'd by BUCMLD
61,104231868,49858918,CC1=CC2=C(CCCCN2CCC(=NOCC[C@@H]3C=C[C@H]([C@H](O3)COC(=O)C)OC(=O)C)C)N=C1C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00017592-03/110104755,,Inactive,,,,0,,,4.9549,0.6285,11,-5.5894,4,0 0 0 0 1 0 1,-4.4679,,,,,,,,,,,,1.1716,-12.5745,,13.7061,,3.1519,,48.3003,15.9184,,-4.4679,,,,,QC'd by BUCMLD
62,104231869,49858799,CCOC(=O)[C@@]12C[C@]3([C@@H]1N(CCC3)C(=O)N[C@@H]2C4=CC=CC=C4)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185645-01/110103565,,Inhibitor,0.0944,41.0987,,10,Complete curve; partial efficacy; poor fit,-7.025,4.095,0.772,-30.7059,10.3928,-1.4,0 0 0 0 0 0 1,-0.1717,,,,,,,,,,,,14.1913,-7.7751,,25.8848,,-1.5773,,-27.5102,-33.0436,,-0.1717,,,,,QC'd by BUCMLD
63,104231870,49859323,C[C@@]12C[C@]([C@@H](CC1=O)C3=CC=C(C=C3)F)(C(=C2)C=CC4=CC=C(C=C4)F)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161431-02/110104289,,Inhibitor,0.0299,64.5124,,10,Partial curve; partial efficacy; poor fit,-7.525,0.3,0.8585,-38.7738,25.7386,-2.4,0 0 0 0 0 0 0,-34.6063,,,,,,,,,,,,17.8557,-2.4513,,-5.9445,,-7.4649,,-21.1443,-15.852,,-34.6063,,,,,QC'd by BUCMLD
64,104231871,49858973,CCOC(=O)[C@]1(CCCC1=O)[C@H](C2=CC=CC(=C2)C)NC(=O)OC=CC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00090599-02/110104368,,Inactive,,,,0,,,3.132,0.5382,-21.3838,3.1767,4,0 0 0 0 1 0 0,-16.8405,,,,,,,,,,,,2.0357,-13.5213,,20.6067,,-13.3228,,21.0572,-25.8586,,-16.8405,,,,,QC'd by BUCMLD
65,104231872,49859474,CC1=CC=C(C=C1)O[C@@H]2C=C[C@H](O[C@@H]2COC(=O)CCC(=NOC[C@H]([C@@H]3[C@H]([C@H]4[C@H](O3)OC(O4)(C)C)O)O)C)C#CC5=CC=CC=C5,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00017567-03/110104095,,Inactive,,,,0,,,2.7202,0.4926,1.5,-8.9317,4,0 0 0 0 0 0 0,1.1662,,,,,,,,,,,,-9.0233,-10.3139,,0.0986,,-17.4431,,-5.3865,1.9621,,1.1662,,,,,QC'd by BUCMLD
66,104231873,49859415,CCOC(=O)NN=C1C[C@H]([C@H]([C@H]2[C@H]1CC[C@@H]3[C@@H]2C(=O)N(C3=O)C4CCCCC4)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00017997-03/110104363,,Inactive,,,,0,,,,,,,4,,12.5727,,,,,,,,,,,,-0.1401,27.618,,-1.5547,,1.9325,,-1.2676,5.7509,,12.5727,,,,,QC'd by BUCMLD
67,104231874,12151052,C1=CC=C(C=C1)C2=CC3=CC=CC=C3C4=C2OP(=O)(OC5=C4C6=CC=CC=C6C=C5C7=CC=CC=C7)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161025-02/110104625,,Inactive,,,,0,,,,,,,4,,8.7896,,,,,,,,,,,,-1.6931,48.6504,,-1.108,,24.7854,,0.5732,-2.0217,,8.7896,,,,,QC'd by BUCMLD
68,104231875,49858566,CC=CC1=CC2=CC(=O)C(C(=O)C2=CO1)(C)OC(=O)C3=C(C=C(C=C3C)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00160986-02/110104074,,Inactive,,,,0,,,1.6924,0.8292,6.7115,-29.2896,4,0 1 0 0 0 0 0,12.121,,,,,,,,,,,,-29.5842,27.5688,,-19.1523,,0.4291,,14.6456,-5.9071,,12.121,,,,,QC'd by BUCMLD
69,104231876,49859095,C[C@@H]1C=CCC(=O)N[C@H]([C@H](C=CCC(=O)N[C@H]1C2=CC(=CC=C2)OC)C)C3=CC(=CC=C3)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185395-01/110103659,,Inactive,,,,0,,,,,,,4,,5.4266,,,,,,,,,,,,0.9792,3.4596,,-11.8059,,-39.1222,,0.6357,4.2383,,5.4266,,,,,QC'd by BUCMLD
70,104231877,49859128,C[C@@H]1[C@H](CC2=C(C[C@@H]1C(=O)N3CCCC3)N=NC(=N2)SC)C4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185421-01/110103795,,Inactive,,,,0,,,4.9549,0.8125,19.5,-1.6845,4,0 0 0 0 0 0 0,15.8182,,,,,,,,,,,,4.7602,-0.8138,,-4.3204,,-1.1329,,-4.2075,-3.6454,,15.8182,,,,,QC'd by BUCMLD
71,104231878,135998768,CCN1[C@@H]([C@H]([C@@H](NC1=NCC(C)C)CCC2=CC=CC=C2)C(=O)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185314-01/110103572,,Inactive,,,,0,,,3.9295,0.3894,-2,-18.361,4,0 0 0 0 0 0 0,-0.6728,,,,,,,,,,,,1.5462,-26.6663,,-17.5976,,-29.8842,,-7.006,-2.8821,,-0.6728,,,,,QC'd by BUCMLD
72,104231879,6636227,CC1=CC2=C(CCCN2CC(CN3CCN(CC3)C)O)N=C1C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00017773-02/110104937,,Inactive,,,,0,,,4.9549,0.6519,-8.2246,26,4,0 0 0 0 0 0 0,-17.2705,,,,,,,,,,,,18.3798,-13.2169,,5.6058,,-5.6002,,-11.4493,-6.2916,,-17.2705,,,,,QC'd by BUCMLD
73,104231880,49858615,C1CCC2(CC1)CC3=C([C@@H]4C5=CC=CC=C5C[C@@](O4)(O3)CCCCN6C(=O)C7=CC=CC=C7C6=O)C(=O)O2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00181519-02/110104618,,Inactive,,,,0,,,3.0654,0.4004,-20.7812,-0.5,4,0 0 0 0 0 0 0,-20.651,,,,,,,,,,,,-11.1765,-14.2839,,7.5778,,10.4452,,5.6927,-7.0347,,-20.651,,,,,QC'd by BUCMLD
74,104231881,49858885,CC1=C(C(NC(=O)N1CCC=C=C)C2=CC=CC=C2)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185613-01/110103775,,Inactive,,,,0,,,4.095,0.8117,3.5,-11.6512,4,0 0 0 0 0 1 0,4.6215,,,,,,,,,,,,-11.376,2.4876,,-2.0922,,5.5803,,5.7301,-29.1053,,4.6215,,,,,QC'd by BUCMLD
75,104231882,49858524,C1C2=CC=CC=C2[C@H]3C4=C(C5=CC=CC=C5OC4=O)O[C@@]1(O3)CCCCN6C(=O)C7=CC=CC=C7C6=O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00181518-02/110104329,,Inactive,,,,0,,,4.9549,0.3703,-7.2927,9,4,0 0 0 0 0 0 0,-5.0338,,,,,,,,,,,,8.9132,-2.0144,,3.0422,,5.402,,29.0882,-8.5773,,-5.0338,,,,,QC'd by BUCMLD
76,104231883,49858666,CC1=C(C(NC(=O)N1CC2CC2)C3=CC=C(C=C3)Br)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00160881-03/110104641,,Inactive,,,,0,,,4.9549,0.826,-18.1641,33.2937,4,1 0 0 0 1 0 0,-8.389,,,,,,,,,,,,-51.9127,29.509,,34.4807,,-37.787,,38.4375,-7.9332,,-8.389,,,,,QC'd by BUCMLD
77,104231884,16759869,CC1(C(=O)C2=CN(C(=CC2=C(C1=O)C=C)C3CC3)C4CCCC4)OC(=O)C5=CC=CO5,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00162968-02/110104355,,Activator,,,,0,Complete curve; partial efficacy; poor fit,,4.9549,0.7912,16.5936,-37.9665,1.4,0 0 0 1 0 0 1,-3.7199,,,,,,,,,,,,-29.9331,16.8683,,30.5346,,-32.1193,,0.4867,19.3467,,-3.7199,,,,,QC'd by BUCMLD
78,104231885,16745582,CCCCC1=CC2=C(C(=O)C(C(=O)C2=CN1CC=C)(C)OC(=O)C3=CC=C(C=C3)OC)C4=CC=CO4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00162962-02/110104292,,Inactive,,,,0,,,4.9549,0.5793,-0.5,-23.4493,4,0 0 0 0 0 0 0,1.0667,,,,,,,,,,,,-18.2109,-26.2078,,-24.2276,,10.4307,,6.7126,-20.4832,,1.0667,,,,,QC'd by BUCMLD
79,104231886,24867782,COCC(=O)C(C(C1=CC(=C(C=C1)F)F)NC(=O)OCC=C)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161091-03/110104815,,Inactive,,,,0,,,4.095,0.7641,14.5,-15.9395,4,0 1 0 0 0 0 0,14.1409,,,,,,,,,,,,-19.339,27.7959,,-24.5329,,-15.5294,,-4.0803,-13.5138,,14.1409,,,,,QC'd by BUCMLD
80,104231887,24867810,COC1=CC=CC(=C1)C2=COC3=C(C2=O)C=C(C=C3)Br,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161154-02/110104043,,Inactive,,,,0,,,1.01,0.811,-3.7988,45.5941,4,0 1 0 0 0 0 0,-15.8072,,,,,,,,,,,,35.0416,-30.5741,,1.2633,,0.8293,,-5.5788,7.1324,,-15.8072,,,,,QC'd by BUCMLD
81,104231888,49859367,CC1=CC2=C([C@@H]3C4=C(C[C@@](O3)(O2)CCCCN5C(=O)C6=CC=CC=C6C5=O)C=C(C=C4)C#N)C(=O)N1CC7=CC=CC=C7,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00181559-02/110105289,,Inactive,,,,0,,,4.095,0.5498,-6.3245,7.5,4,1 0 0 0 0 0 0,-3.2138,,,,,,,,,,,,-31.2452,7.2232,,-5.5457,,-5.2205,,-15.2704,-0.8688,,-3.2138,,,,,QC'd by BUCMLD
82,104231889,49858531,CC1(CC2=C([C@@H]3C4=CC(=C(C=C4C[C@@](O3)(O2)C5=CSC=C5)OC)OC)C(=O)C1)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00181505-02/110105162,,Inactive,,,,0,,,4.095,0.4853,-11.7292,-1.1778,4,0 0 0 0 0 0 0,-11.3706,,,,,,,,,,,,-1.3982,-8.5008,,-17.2743,,-5.8349,,-16.398,-8.2863,,-11.3706,,,,,QC'd by BUCMLD
83,104231890,44239478,C[C@@H]1[C@H](CC(=O)C(=C[C@@H]1C(=O)NCCNC(=O)C)OC)C2=CC=CC=C2,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185425-01/110103855,,Inactive,,,,0,,,,,,,4,,-0.4388,,,,,,,,,,,,-11.2893,7.702,,-10.1075,,1.3095,,-20.7805,0.738,,-0.4388,,,,,QC'd by BUCMLD
84,104231891,16759457,CC1(C(=O)C=C2C=C(OC=C2C1=O)C3CC3)OC(=O)CCC4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161529-02/110104949,,Inactive,,,,0,,,0.9,0.6946,17,4,4,1 0 0 1 0 0 0,13.1255,,,,,,,,,,,,-33.2368,6.4298,,2.0914,,37.3815,,7.1959,5.4601,,13.1255,,,,,QC'd by BUCMLD
85,104231892,16745546,CCCCC1=CC2=CC(=O)C(C(=O)C2=CO1)(C)OC(=O)CCC3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161512-02/110105054,,Inactive,,,,0,,,4.9549,0.3356,-9.109,12.5,4,0 0 0 0 0 0 0,-11.1687,,,,,,,,,,,,9.3188,-18.3706,,-23.8409,,1.0203,,0.8165,-1.792,,-11.1687,,,,,QC'd by BUCMLD
86,104231893,49858719,CC1=CC=C(C=C1)O[C@@H]2[C@@H](CO[C@H]2C=CC#CC3=CC=C(C=C3)C(C)(C)C)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00090664-03/110104090,,Inhibitor,2.1136,35.8017,,10,Partial curve; partial efficacy; poor fit,-5.675,2.2526,0.6493,-38.2192,-2.4176,-2.4,0 1 0 0 0 0 0,-37.0788,,,,,,,,,,,,-21.1641,55.9312,,-2.7843,,6.8755,,7.0969,-17.9486,,-37.0788,,,,,QC'd by BUCMLD
87,104231894,9548133,COC1=CC2=C(C=C1)O[C@H]([C@@H](C2=O)OC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)OC)C4=CC(=CC=C4)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00160764-03/110104919,,Activator,1.4963,72.3916,,0,Partial curve; partial efficacy; poor fit,-5.825,0.9,0.831,70.5702,-1.8214,2.4,0 0 0 0 0 0 0,63.5146,,,,,,,,,,,,-1.8887,-4.2084,,13.4084,,-15.1571,,25.6854,31.0833,,63.5146,,,,,QC'd by BUCMLD
88,104231895,16758539,C[C@@H]1CC[C@H]2C(=O)NC[C@H](CN2[C@@H]1C3=CC=C(C=C3)Br)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00017768-03/110105315,,Inactive,,,,0,,,3.0654,0.5811,-16.2394,21.332,4,0 0 0 0 0 0 1,16.082,,,,,,,,,,,,18.9003,1.9408,,40.0273,,25.1784,,16.1882,-14.4128,,16.082,,,,,QC'd by BUCMLD
89,104231896,49859134,CC(=O)C([C@H](C1=CC=CS1)NC(=O)OC)C(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00090614-02/110104319,,Activator,1.1886,48.3436,,0,Single point of activity,-5.925,4.9549,0.9735,50.0253,1.6818,3,0 0 0 0 0 0 1,-11.0697,,,,,,,,,,,,-2.0534,4.4923,,-0.7971,,5.4747,,1.2178,45.0282,,-11.0697,,,,,QC'd by BUCMLD
90,104231897,135998769,CCN1[C@@H]([C@H]([C@@H](NC1=NCC2=CC(=CC=C2)Cl)CCC3=CC=CC=C3)C(=O)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185290-01/110103745,,Inactive,,,,0,,,,,,,4,0 0 0 0 0 1 0,-21.0383,,,,,,,,,,,,-14.0405,-1.3352,,-32.6248,,-13.9179,,-10.5428,34.371,,-21.0383,,,,,QC'd by BUCMLD
91,104231898,49859254,CC1(CC2=C([C@@H]3C4=CC(=C(C=C4C[C@@](O3)(O2)CCCCN5C(=O)C6=CC=CC=C6C5=O)OC)OC)C(=O)C1)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00181501-02/110104645,,Inactive,,,,0,,,4.9549,0.7724,1,-34.7172,4,0 0 1 0 0 0 1,-25.6556,,,,,,,,,,,,-26.431,9.1447,,-30.431,,2.8448,,0.8153,-9.2705,,-25.6556,,,,,QC'd by BUCMLD
92,104231899,16745665,CC1(C(=O)C2=COC(=CC2=C(C1=O)Br)C3=CC=C(C=C3)OC)OC(=O)C4=CC=CO4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161525-02/110104731,,Inactive,,,,0,,,4.9549,0.7067,11.5,-4.9312,4,0 0 0 0 0 0 0,11.3371,,,,,,,,,,,,-2.2609,2.537,,-5.6863,,-10.776,,-9.0431,5.4861,,11.3371,,,,,QC'd by BUCMLD
93,104231900,49859253,C[C@H](CON=C(C)CCC(=O)OC[C@H]1[C@H](C=C[C@H](O1)C2=CC=CC=C2)OC3=CC=C(C=C3)OC)[C@@H](C(C)C)OCC4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00017559-03/110105105,,Inactive,,,,0,,,4.9549,0.7483,3.5,-30.2984,4,0 0 0 1 0 0 1,-27.5873,,,,,,,,,,,,-22.332,4.026,,13.8733,,-50.4599,,-1.885,-2.8285,,-27.5873,,,,,QC'd by BUCMLD
94,104231901,49858590,COC1=CC2=C(C=C1)O[C@@H]([C@@H](C2=NOC[C@H](COCC3=CC=CO3)O)O)C4=CC(=CC=C4)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00017653-03/110105005,,Inactive,,,,0,,,4.9549,0.4672,7.5,-17.2916,4,1 0 0 0 0 0 0,10.1717,,,,,,,,,,,,-41.7311,-14.4097,,23.1146,,0.7007,,-5.0835,9.3383,,10.1717,,,,,QC'd by BUCMLD
95,104231902,16745670,CCCCC1=CC2=CC(=O)C(C(=C2C=N1)OC(=O)C3=NC4=CC=CC=C4N=C3)(C)OC(=O)CC,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00162958-02/110104968,,Inactive,,,,0,,,4.9549,0.4549,7.5716,-27.3893,4,0 0 0 0 0 0 0,3.8844,,,,,,,,,,,,-19.4314,21.2848,,-7.7797,,18.2241,,-4.6851,14.2023,,3.8844,,,,,QC'd by BUCMLD
96,104231903,16759434,CC1=C(C(=CC=C1)C)NC2=C(N=C(O2)C3=CC=C(C=C3)OC)C4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161498-02/110104638,,Inactive,,,,0,,,,,,,4,,2.644,,,,,,,,,,,,-0.9829,-2.6748,,-31.4412,,-29.9813,,3.0649,-14.7943,,2.644,,,,,QC'd by BUCMLD
97,104231904,135998770,CCN1C(=C(C(NC1=NCC2=CC=C(C=C2)OC)C3=CC(=CC=C3)C(F)(F)F)C(=O)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00185162-02/110103851,,Inactive,,,,0,,,4.9549,0.5933,-13.1323,4,4,0 0 0 0 0 0 0,-11.7302,,,,,,,,,,,,-5.2693,-4.188,,6.1104,,12.5034,,10.4504,-14.2769,,-11.7302,,,,,QC'd by BUCMLD
98,104231905,16759412,CC(C)(C)NC1=C(N=C(O1)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00161476-02/110104607,,Inactive,,,,0,,,0.5,0.7522,9.5,-31.546,4,0 0 0 0 0 0 0,7.8028,,,,,,,,,,,,-22.955,-18.268,,-5.8143,,4.4823,,-9.4022,15.4015,,7.8028,,,,,QC'd by BUCMLD
99,104231906,49858804,CCOC(=O)CN1C(=C(C(NC1=O)CCC2=CC=CC=C2)C(=O)C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/vsv-bu-lassa-f1/NCGC00162541-02/110104333,,Inactive,,,,0,,,4.9549,0.3945,-28.0548,-1.5,4,0 0 0 0 0 0 0,-20.879,,,,,,,,,,,,2.4071,-11.4415,,1.3787,,-0.0681,,-14.4739,12.4474,,-20.879,,,,,QC'd by BUCMLD
