PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0000967719 uM,Activity at 0.0002167586 uM,Activity at 0.0005263378 uM,Activity at 0.0009674074 uM,Activity at 0.00173 uM,Activity at 0.00290 uM,Activity at 0.00518 uM,Activity at 0.00878 uM,Activity at 0.026 uM,Activity at 0.041 uM,Activity at 0.078 uM,Activity at 0.140 uM,Activity at 0.235 uM,Activity at 0.419 uM,Activity at 0.711 uM,Activity at 1.384 uM,Activity at 2.154 uM,Activity at 6.280 uM,Activity at 11.32 uM,Activity at 19.05 uM,Activity at 33.84 uM,Activity at 57.16 uM,Activity at 114.3 uM,Activity at 190.5 uM,Activity at 571.4 uM,Compound QC
111,384568195,2929,C1=CC=C2C(=C1)C(=CN2CC3=CC=C(C=C3)Cl)C(=O)C(=O)NC4=CC=NC=C4,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00160428-03/250074456,,Inhibitor,0.9614,78.7271,,86,Complete curve; high efficacy,-6.0171,1.8851,0.9683,-82.2271,-3.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-80.555,,,,-19.9003,,-6.4691,,-0.4879,0,,3.7375,,-1.7777,,-31.8444,,-71.0669,-82.2725,,-79.8483,,-80.555,,,,QC'd by Tocris
112,384568216,72435,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00161923-31/250074790,,Inhibitor,1.7096,89.4497,,86,Complete curve; high efficacy,-5.7671,1.4163,0.9755,-91.4497,-2,-1.1,0 0 0 0 0 0 0 0 0 0 0,-92.3734,,,,-0.089,,-1.8943,,0,0,,-7.9364,,-14.1481,,-12.6603,,-63.7531,-70.524,,-91.2668,,-92.3734,,,,QC'd by Bio Vision
113,384568301,5311497,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00165966-05/250074789,,Inhibitor,1.666,85.3243,,86,Complete curve; high efficacy,-5.7783,2.7202,0.9767,-87.8243,-2.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-85.7855,,,-10.2219,,-3.414,,-14.1313,2.7473,,2.5593,,-1.1789,,4.4099,-21.8125,,-78.0053,,-87.1273,,-85.7855,,,,,QC'd by MedChem Express
114,384568546,135418940,C1CSCC2=C1N=C(NC2=O)C3=CC=C(C=C3)C(F)(F)F,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00250397-04/250075149,,Inhibitor,1.9182,90.0032,,86,Complete curve; high efficacy,-5.7171,3.0654,0.9804,-94.0032,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.92,,,,-16.4489,,-7.9554,,0,1.0338,,-10.7028,,-6.0064,,-3.0944,,-57.9855,-87.0774,,-93.8803,,-97.92,,,,QC'd by XcessBio
115,384568637,3025986,CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263167-10/250075151,,Inhibitor,1.9182,96.6125,,86,Complete curve; high efficacy,-5.7171,2.7202,0.9976,-98.6125,-2,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.4156,,,,0,,-7.2225,,-3.0572,0,,0,,-0.7205,,-9.037,,-55.8046,-96.5817,,-97.9802,,-98.4156,,,,QC'd by Bio Vision
116,384568656,24748573,C1=CC(=CC(=C1)Cl)NC2=NC3=C(C=CC(=C3)C(=O)O)C4=C2C=CN=C4,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263192-04/250074458,,Inhibitor,2.1523,94.0812,,86,Complete curve; high efficacy,-5.6671,1.3723,0.9504,-98.0812,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.0719,,,,-9.5617,,-15.5229,,-19.1685,-16.1327,,3.3231,,-0.2189,,-24.2743,,-51.2902,-78.9361,,-91.8944,,-99.0719,,,,QC'd by Axon Medchem
117,384568766,25207689,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)S(=O)(=O)C,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00345851-06/250074748,,Inhibitor,1.2103,78.8446,,86,Complete curve; high efficacy,-5.9171,1.331,0.869,-82.8446,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-77.431,,,,-11.9969,,-14.4051,,-22.9124,-27.0536,,0,,-2.4249,,-37.7222,,-53.4102,-78.8383,,-83.6814,,-77.431,,,,QC'd by MedChem Express
118,384569177,11603114,C1CC2=C3C(=CC=C2)C(=CN3C1)[C@@H]4[C@@H](C(=O)NC4=O)C5=CNC6=CC=CC=C65,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00389621-01/250074933,,Inhibitor,1.5237,84.1919,,86,Complete curve; high efficacy,-5.8171,4.4495,0.9858,-84.1919,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.7723,,,,0,,0,,0,0,,0,,0,,-2.1931,,-68.8514,-76.8442,,-79.0061,,-96.7723,,,,QC'd by APExBIO
119,384569266,25181472,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=C(C=C5)F)F,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00483925-02/250074918,,Inhibitor,1.358,81.9972,,86,Complete curve; high efficacy,-5.8671,1.9673,0.925,-81.9972,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.0304,,,,0,,0,,0.6877,-4.1694,,-1.4387,,0,,-12.2922,,-70.2673,-53.296,,-81.2035,,-99.0304,,,,QC'd by ChemieTek
120,384569300,118502708,CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4CCOCC4)C5=CN=C(C=C5)OCCCN(C)C,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00498437-01/250074717,,Inhibitor,2.3532,106.055,,86,Complete curve; high efficacy,-5.6283,1.1,0.9576,-107.055,-1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.5004,,,0,,-5.7583,,-6.6534,4.4502,,-5.2898,,-0.6348,,-4.0958,-46.4109,,-49.9929,,-96.7329,,-97.5004,,,,,QC'd by ChemieTek
121,384569428,50898338,COC1=CC=C(C=C1)S(=O)(=O)N2CCC3=C2C(=CC=C3)C4=CC=NC=C4,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00510350-01/250074781,,Inhibitor,1.5237,89.6776,,86,Complete curve; high efficacy,-5.8171,4.045,0.9892,-88.6776,1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.8782,,,,0,,3.8305,,2.5106,-2.3611,,0.1411,,0,,0,,-69.723,-79.1842,,-89.9737,,-97.8782,,,,QC'd by Axon Medchem
122,405558736,146170505,C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C(C3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C8CCCCC8)C)O,Active,86,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00389554-01/250075155,,Inhibitor,1.358,85.442,,86,Complete curve; high efficacy,-5.8671,4.045,0.9248,-93.0681,-7.6261,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.4318,,,,-3.0218,,-10.5134,,-18.7909,-27.4066,,-25.9055,,-12.997,,-13.8591,,-81.1719,-81.464,,-97.8757,,-99.4318,,,,QC'd by Microsource
123,124894552,60810,C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00183837-01/250074682,,Inhibitor,1.7096,83.7019,,85,Complete curve; high efficacy,-5.7671,3.99,0.9806,-84.7019,-1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.6916,,,,-3.603,,2.0129,,1.9975,-4.3682,,0.1699,,-5.7926,,0,,-61.1126,-78.8534,,-76.9456,,-96.6916,,,,QC'd by Pharmaron
124,170465426,3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016260-13/250075142,,Inhibitor,1.9182,84.8906,,85,Complete curve; high efficacy,-5.7171,1.031,0.9575,-81.8906,3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-90.9896,,,,2.1915,,2.9067,,0.6798,0,,0,,0,,-13.1333,,-52.5297,-58.7237,,-62.2252,,-90.9896,,,,QC'd by Specs
125,170465475,3037,C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00091325-09/250075153,,Inhibitor,3.8274,95.9578,,85,Complete curve; high efficacy,-5.4171,4.9549,0.9867,-99.9578,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.1645,,,,0,,0,,-8.8741,-10.0903,,-15.2877,,-1.4994,,-1.0179,,-6.2489,-95.2487,,-98.9715,,-99.1645,,,,QC'd by Microsource
126,170465523,2817,C1=CC2=C(C=CC(=C2N=C1)O)Cl,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00095303-04/250074677,,Inhibitor,3.0402,103.285,,85,Complete curve; high efficacy,-5.5171,1.8851,0.989,-102.285,1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.6926,,,,0,,0.3834,,0,3.7208,,0,,0,,-9.791,,-25.2466,-91.4327,,-96.4611,,-99.6926,,,,QC'd by Vitas
127,170465674,10090,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00249911-01/250074697,,Inhibitor,3.4111,102.713,,85,Complete curve; high efficacy,-5.4671,1.6266,0.9674,-106.213,-3.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.345,,,,-4.0693,,-8.7099,,0.749,-0.0487,,-2.4552,,-4.7491,,-20.056,,-22.3037,-92.8743,,-98.0034,,-98.345,,,,QC'd by GVK
128,225144373,134019,C1=CC(=C2C(=C1NCCN)C(=O)C3=C(C2=O)C=NC=C3)NCCN,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00274280-01/250074449,,Inhibitor,3.0402,105.469,,85,Complete curve; high efficacy,-5.5171,1.4641,0.9875,-105.969,-0.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.1196,,,,0,,2.2906,,-0.2941,-4.8602,,-5.6371,,-5.7457,,-1.908,,-37.697,-83.1848,,-96.5708,,-98.1196,,,,QC'd by GVK
129,363680531,49839561,C1CC1C(=O)NC2=NC=CC(=C2)NC(=O)C3=C(C=CC=C3Cl)Cl,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00387038-01/250075043,,Inhibitor,2.7096,100.526,,85,Complete curve; high efficacy,-5.5671,2.3332,0.9965,-100.526,0,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.4,,,,0,,0,,2.0875,0,,0,,0,,-4.3409,,-36.2703,-95.0533,,-97.9781,,-96.4,,,,QC'd by SynKinase
130,363681386,11242315,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H](C(=C2F)CO)O)O,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00485875-01/250074897,,Inhibitor,3.0402,104.742,,85,Complete curve; high efficacy,-5.5171,1.6266,0.9914,-103.242,1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.0661,,,,4.0209,,0,,0,0,,-0.2051,,0,,-2.3079,,-34.902,-85.9914,,-94.9361,,-95.0661,,,,QC'd by MedChem Express
131,384568057,5944,C[C@@]12[C@H]3CC[C@@H]([C@@]1(C(=O)OC2=O)C)O3,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00025212-26/250074609,,Inhibitor,3.0402,103.654,,85,Complete curve; high efficacy,-5.5171,1.331,0.9765,-107.654,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.0316,,,,-8.5681,,-16.3856,,-2.8669,3.1231,,-2.8617,,-12.6314,,-15.892,,-36.7362,-84.582,,-99.1289,,-99.0316,,,,QC'd by Bio Vision
132,384568775,24958200,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346435-07/250074587,,Inhibitor,2.1523,90.5075,,85,Complete curve; high efficacy,-5.6671,1.6436,0.9769,-89.0075,1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.9581,,,,0,,-0.9078,,0,2.8848,,0,,3.0599,,-4.1393,,-52.9484,-66.064,,-82.5171,,-96.9581,,,,QC'd by MedChem Express
133,384568918,25262792,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346698-10/250074565,,Inhibitor,2.7096,85.7967,,85,Complete curve; high efficacy,-5.5671,0.8,0.8449,-89.7967,-4,-1.1,1 0 0 0 0 0 0 0 0 0 0,-82.8005,,,,-25.5474,,-20.7841,,-24.4664,-23.0429,,0,,-7.2728,,-23.0346,,-49.0431,-60.0015,,-74.5838,,-82.8005,,,,QC'd by MedChem Express
134,405558555,213046,C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00386382-03/250074854,,Inhibitor,3.0402,99.652,,85,Complete curve; high efficacy,-5.5171,1.1,0.9754,-107.944,-8.2924,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.9485,,,,-21.3955,,-5.5179,,-3.577,-6.8663,,-6.063,,-13.7318,,-31.0221,,-41.2646,-81.9933,,-95.6011,,-99.9485,,,,QC'd by MedChem Express
135,405558845,2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00017063-07/250075089,,Inhibitor,3.0402,95.4952,,85,Complete curve; high efficacy,-5.5171,4.9549,0.9778,-98.9952,-3.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.3928,,,,-18.9326,,0,,0,2.3031,,0.1098,,2.5031,,-12.5792,,-16.3799,-96.4188,,-98.1731,,-99.3928,,,,QC'd by Prestwick
136,405558859,3062316,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,Active,85,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00181129-14/250074718,,Inhibitor,3.8274,112.582,,85,Complete curve; high efficacy,-5.4171,0.4,0.9065,-116.082,-3.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-96.7346,,,,0.3493,,-12.3798,,-19.0651,-19.5353,,-17.6696,,-43.096,,-41.9188,,-34.7985,-56.8461,,-87.9031,,-96.7346,,,,QC'd by Adooq
137,170465320,4499,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00164633-02/250074634,,Inhibitor,5.4063,104.251,,84,Complete curve; high efficacy,-5.2671,1.111,0.9608,-105.251,-1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.5499,,,,0,,0,,0,0,,0,,-18.0081,,4.7678,,-37.6073,-53.6863,,-85.1422,,-98.5499,,,,QC'd by Sequoia
138,170465515,2406,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00018163-10/250074912,,Inhibitor,4.8184,96.8244,,84,Complete curve; high efficacy,-5.3171,2.7202,0.9923,-99.8244,-3,-1.1,1 0 0 0 0 0 0 0 0 0 0,-99.1621,,,,-20.6293,,0,,3.2513,-1.302,,-9.7674,,-4.6909,,-6.5507,,-12.0002,-66.4785,,-100.225,,-99.1621,,,,QC'd by Specs
139,170465670,443101,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.[Cl-],Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00178831-03/250074630,,Inhibitor,4.2944,95.3397,,84,Complete curve; high efficacy,-5.3671,2.7868,0.9919,-99.3397,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-99.7387,,,,-3.0957,,2.872,,-6.6415,-3.0206,,-8.9473,,-7.7107,,-10.2795,,-14.6537,-76.9866,,-96.859,,-99.7387,,,,QC'd by Microsource
140,363676623,151289,CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00163553-03/250074952,,Inhibitor,3.8274,83.0181,,84,Complete curve; high efficacy,-5.4171,1.9673,0.9774,-82.0181,1,-1.1,1 0 0 0 0 0 0 0 0 0 0,-89.9322,,,,-20.2732,,0,,0,0,,0,,0,,2.961,,-18.3932,-64.1259,,-66.7451,,-89.9322,,,,QC'd by Selleck
141,363677220,11612883,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00263133-09/250075068,,Inhibitor,4.2944,94.3029,,84,Complete curve; high efficacy,-5.3671,1.9673,0.9664,-98.3029,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-94.7041,,,,-18.0001,,0,,0,2.8939,,-1.4817,,1.1711,,-19.2329,,-19.0824,-71.9117,,-94.0173,,-94.7041,,,,QC'd by Glixx
142,363680199,59174488,COCCOC1=CC=C(C=C1)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)NC(=O)C=C)F,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00386306-06/250074704,,Inhibitor,4.8184,85.6127,,84,Complete curve; high efficacy,-5.3171,1.21,0.9619,-89.6127,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-85.8359,,,,-11.829,,-0.3291,,0,0.3745,,-6.069,,-5.1588,,-22.2508,,-17.4698,-61.1401,,-72.4267,,-85.8359,,,,QC'd by MedChem Express
143,377020349,71618220,COC1=C(C=CC(=C1)F)C2=NC(=NC=N2)NC3=CC=CC(=C3)CS(=N)(=O)C,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00475726-01/250074949,,Inhibitor,4.2944,95.5926,,84,Complete curve; high efficacy,-5.3671,4.9549,0.833,-99.5926,-4,-1.1,0 0 0 1 0 0 0 0 0 0 0,-97.3849,,,,0,,3.7036,,0,-34.4818,,-36.7905,,-37.901,,-22.3271,,0,-92.116,,-97.6398,,-97.3849,,,,QC'd by ActiveBioChem
144,384567911,5169,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00015962-25/250075205,,Inhibitor,3.0402,78.675,,84,Complete curve; high efficacy,-5.5171,1.1,0.954,-80.175,-1.5,-1.1,0 0 0 0 0 0 0 0 0 0 0,-83.0625,,,,-7.6863,,0,,0,0,,0,,-12.1508,,-7.4031,,-34.3654,-63.3103,,-57.2278,,-83.0625,,,,QC'd by MedChem Express
145,384568114,6253,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00093356-10/250074715,,Inhibitor,4.8184,98.6378,,84,Complete curve; high efficacy,-5.3171,1.4787,0.9805,-101.638,-3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.3543,,,,-17.3724,,0,,0,0,,0,,0,,-8.7626,,-28.6338,-60.6665,,-91.878,,-97.3543,,,,QC'd by Selleck
146,384568578,135565674,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00262929-03/250074702,,Inhibitor,4.8184,87.5097,,84,Complete curve; high efficacy,-5.3171,1.5095,0.9847,-90.5097,-3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-89.7914,,,,0,,-4.5185,,-7.6253,3.246,,-11.1574,,1.8318,,-6.6722,,-22.8383,-56.5813,,-78.7356,,-89.7914,,,,QC'd by Selleck
147,384568899,16718576,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346673-02/250074699,,Inhibitor,4.8184,95.0231,,84,Complete curve; high efficacy,-5.3171,3.132,0.9911,-98.0231,-3,-1.1,0 0 0 0 0 0 0 0 0 0 0,-97.2006,,,,0,,-3.5244,,0,0.1597,,-13.3795,,-4.2742,,-1.6029,,-10.2863,-69.0154,,-97.8274,,-97.2006,,,,QC'd by Selleck
148,384569302,81689696,C[C@@]1(C2=C(C=C(C=C2)C3=CNN=C3)C(=O)N1)C4=NC=NC=C4F,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00498439-01/250074887,,Inhibitor,4.8184,93.3829,,84,Complete curve; high efficacy,-5.3171,4.045,0.9971,-92.3829,1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-95.0441,,,,4.7837,,0,,0,1.6624,,0,,0.0861,,-2.0666,,0,-69.1636,,-89.3381,,-95.0441,,,,QC'd by ChemieTek
149,384569495,135400185,C1C2CN(CN2C3=C(N1)N=C(NC3=O)N)C4=CC=C(C=C4)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Active,84,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00510946-01/250075177,,Inhibitor,3.4111,87.1496,,84,Complete curve; high efficacy,-5.4671,4.9549,0.9745,-86.1496,1,-1.1,0 0 0 0 0 0 0 0 0 0 0,-77.0774,,,,-9.9734,,4.5389,,0,4.3494,,4.4928,,0,,0,,0,-93.8449,,-85.1443,,-77.0774,,,,QC'd by SantaCruz Bio
150,170464681,74989,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016961-06/250074883,,Inhibitor,9.6139,108.013,,83,Complete curve; high efficacy,-5.0171,1.4641,0.8858,-112.013,-4,-1.1,0 0 0 0 0 0 0 0 0 0 0,-98.2575,,,,0,,1.3915,,0,0,,-17.5105,,-29.0981,,-18.9248,,-18.2784,-26.9818,,-97.5436,,-98.2575,,,,QC'd by Bosche
151,170465363,19675,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00016642-04/250074595,,Inhibitor,7.0795,98.4173,,83,Complete curve; high efficacy,-5.15,1.8851,0.9955,-100.417,-2,-1.1,0 0 0 0 0 0 0 0 0 0 0,-100.217,,,,,,,,-6.0693,,1.4253,0.2929,,-1.8899,,-9.4528,,-10.0985,-49.0815,,-92.8248,,-97.8701,,-99.6413,-100.217,QC'd by Prestwick
152,363677489,25229450,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)CC5=CN=CC=C5)C(=N2)N6CCOCC6,Active,83,http://assay.nih.gov/htsws/rest/display/TRND-VSVG-PP-HEK293ACE2-f4-mipe-npc/NCGC00346636-03/250075099,,Inhibitor,9.6139,100.232,,83,Complete curve; high efficacy,-5.0171,1.8851,0.8877,-104.232,-4,-1.1,1 0 0 0 0 0 0 0 0 0 0,-95.4505,,,,-41.664,,-31.8056,,-20.462,4.2662,,2.5013,,-6.194,,-4.8929,,0.7647,-30.6019,,-92.1703,,-95.4505,,,,QC'd by Selleck
