PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00457 uM,Activity at 0.00705 uM,Activity at 0.023 uM,Activity at 0.046 uM,Activity at 0.070 uM,Activity at 0.104 uM,Activity at 0.147 uM,Activity at 0.228 uM,Activity at 0.454 uM,Activity at 0.702 uM,Activity at 0.990 uM,Activity at 1.179 uM,Activity at 2.205 uM,Activity at 3.547 uM,Activity at 5.245 uM,Activity at 6.528 uM,Activity at 11.35 uM,Activity at 18.98 uM,Activity at 27.12 uM,Activity at 37.89 uM,Activity at 57.10 uM,Activity at 85.70 uM,Activity at 114.4 uM,Activity at 171.0 uM,Compound QC
714,384568651,24856436,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263183-02/250002928,,Cytotoxic,3.5481,69.979,,20,Complete curve; partial efficacy; poor fit,-5.45,1.4487,0.9923,-65.979,4,-1.4,0 0 0 0,-67.1102,,,,,,,,,,0,,,-20.6732,,,,,-57.4927,,,-67.1102,,,,QC'd by Selleck
715,384568653,24795070,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263186-04/250003730,,Cytotoxic,39.8107,111.127,,20,Single point of activity,-4.4,4.9549,0.996,-112.627,-1.5,-3,0 0 0 0,-96.7585,,,,,,,,,,-3.1999,,,-3.8424,,,,,0,,,-96.7585,,,,QC'd by Selleck
716,384568655,5278396,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263190-11/250003534,,Cytotoxic,28.1838,48.7845,,20,Partial curve; partial efficacy,-4.55,2.1876,0.9998,-48.7845,0,-2.2,0 0 0 0,-39.9883,,,,,,,,,,0,,,0.0337,,,,,-14.8533,,,-39.9883,,,,QC'd by MedChem Express
717,384568656,24748573,C1=CC(=CC(=C1)Cl)NC2=NC3=C(C=CC(=C3)C(=O)O)C4=C2C=CN=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263192-04/250002706,,Cytotoxic,4.4668,37.2115,,20,Partial curve; partial efficacy; poor fit,-5.35,4.9549,0.7628,-36.7115,0.5,-2.4,0 0 0 0,-22.3795,,,,,,,,,,0,,,0,,,,,-51.4423,,,-22.3795,,,,QC'd by Axon Medchem
718,384568659,16108977,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)OC3=C(C=CC=N3)C4=NC(=NC=C4)NC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263199-04/250003322,,Cytotoxic,28.1838,33.3731,,20,Partial curve; partial efficacy; poor fit,-4.55,3.0654,1,-33.3731,0,-2.4,0 0 0 0,-29.8942,,,,,,,,,,0,,,0,,,,,-7.8079,,,-29.8942,,,,QC'd by SynKinase
719,384568660,11858109,CN1C(=O)C(=CN=C1NC2=CC=C(C=C2)F)C3=CC(=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OCCCN6CCOCC6)OC)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263201-04/250003174,,Cytotoxic,28.1838,60.0027,,20,Partial curve; partial efficacy,-4.55,1.9282,0.9999,-60.0027,0,-2.2,0 0 0 0,-47.7293,,,,,,,,,,0,,,0,,,,,-19.1719,,,-47.7293,,,,QC'd by SynKinase
720,384568671,57519538,C1C2CC3CC1CC(C2)C3C(=O)NC4=CC5=C(C=C4)N=C(S5)NC(=O)C6=CC=CC=C6,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263217-05/250002780,,Cytotoxic,15.8489,64.9127,,20,Partial curve; partial efficacy; poor fit,-4.8,2.2526,0.9958,-62.4127,2.5,-2.4,0 0 0 0,-58.7154,,,,,,,,,,0,,,4.1219,,,,,-36.6676,,,-58.7154,,,,QC'd by MedChem Express
721,384568691,9800555,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)F)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263598-06/250005511,,Cytotoxic,39.8107,103.152,,20,Single point of activity,-4.4,4.9549,0.914,-107.207,-4.0549,-3,1 0 0 0,-92.5794,,,,,,,,,,-51.3999,,,-22.9291,,,,,-0.0458,,,-92.5794,,,,QC'd by Glixx
722,384568692,73087,C1=CN=C(C2=C1N(C=N2)[C@@H]3C=C([C@H]([C@H]3O)O)CO)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263603-10/250002582,,Cytotoxic,1,38.1847,,20,Complete curve; partial efficacy; poor fit,-6,1,0.9852,-35.5898,2.5949,-1.4,0 0 0 0,-36.1943,,,,,,,,,,-12.8376,,,-24.266,,,,,-32.2065,,,-36.1943,,,,QC'd by MedChem Express
723,384568693,49850262,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263606-06/250002636,,Cytotoxic,35.4813,88.3762,,20,Single point of activity,-4.45,4.5045,1,-88.3762,0,-3,0 0 0 0,-79.0635,,,,,,,,,,0,,,0,,,,,-5.4722,,,-79.0635,,,,QC'd by Selleck
724,384568700,41867,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00263918-05/250006097,,Cytotoxic,1,31.4858,,20,Complete curve; partial efficacy; poor fit,-6,4.9549,0.9968,-38.5049,-7.0191,-1.4,0 0 0 0,-37.5346,,,,,,,,,,-11.6826,,,-37.609,,,,,-39.3564,,,-37.5346,,,,QC'd by Selleck
725,384568706,11393719,CCN1C2=C(C=NC=C2CNC3CCNCC3)N=C1C4=NON=C4N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00273984-04/250005473,,Cytotoxic,17.7828,37.7069,,20,Partial curve; partial efficacy; poor fit,-4.75,1.9673,0.8796,-41.7069,-4,-2.4,0 0 0 0,-38.6175,,,,,,,,,,-11.7184,,,2.5601,,,,,-23.2289,,,-38.6175,,,,QC'd by Tocris
726,384568714,11955855,CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OC[C@@H]3CNCCO3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00343768-05/250005982,,Cytotoxic,11.2202,88.2132,,20,Complete curve; high efficacy; poor fit,-4.95,2.4064,0.9975,-85.2132,3,-1.3,0 0 0 0,-84.0367,,,,,,,,,,0,,,3.893,,,,,-65.1454,,,-84.0367,,,,QC'd by MedChem Express
727,384568717,704473,CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00344081-06/250005305,,Cytotoxic,31.6228,52.5479,,20,Partial curve; partial efficacy,-4.5,2.8473,0.9999,-52.5479,0,-2.2,0 0 0 0,-44.3545,,,,,,,,,,0,,,0,,,,,-10.2445,,,-44.3545,,,,QC'd by SIGMA
728,384568720,6918446,CC(C)(CC1=CC2=CC=CC=C2C=C1)NC[C@H](COC3=C(C(=CC=C3)Cl)C#N)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00344510-06/250005206,,Cytotoxic,39.8107,112.158,,20,Single point of activity,-4.4,4.9549,0.9973,-110.658,1.5,-3,0 0 0 0,-94.5796,,,,,,,,,,0,,,0,,,,,2.4133,,,-94.5796,,,,QC'd by MedChem Express
729,384568723,5281613,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00344564-05/250005158,,Cytotoxic,39.8107,38.113,,20,Single point of activity,-4.4,4.9549,0.9991,-37.613,0.5,-3,0 0 0 0,-32.1775,,,,,,,,,,0,,,0,,,,,0,,,-32.1775,,,,QC'd by Prestwick
730,384568731,9820008,COC1=CC=CC(=C1)C2=CC(=C(C=C2)NC(=O)C3=C(CCC3)C(=O)O)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345056-07/250005703,,Cytotoxic,3.5481,58.6258,,20,Complete curve; partial efficacy; poor fit,-5.45,1.0641,0.9622,-54.6258,4,-1.4,0 0 0 0,-55.0253,,,,,,,,,,0,,,-21.1033,,,,,-41.9725,,,-55.0253,,,,QC'd by Selleck
731,384568735,46213929,CC1=CC(=NN1)NC2=NN3C(=C(N=C3C(=C2)CN4CCOCC4)C)CC5=C(C=C(C=C5)Cl)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345461-06/250003608,,Cytotoxic,39.8107,55.7396,,20,Single point of activity,-4.4,3.9295,0.8862,-59.7396,-4,-3,0 0 0 0,-48.9997,,,,,,,,,,0,,,-15.9863,,,,,-7.2986,,,-48.9997,,,,QC'd by APExBIO
732,384568740,25227462,CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)N[C@H](CN(C)C)C5=CC=CC=C5)SC=C2,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345784-11/250005994,,Cytotoxic,14.1254,93.1178,,20,Partial curve; partial efficacy; poor fit,-4.85,0.6,0.9594,-102.79,-9.6722,-2.4,0 0 0 0,-77.8712,,,,,,,,,,-19.7269,,,-37.6924,,,,,-55.3034,,,-77.8712,,,,QC'd by MedChem Express
733,384568750,53340666,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345802-09/250003724,,Cytotoxic,28.1838,45.7075,,20,Partial curve; partial efficacy; poor fit,-4.55,2.3332,0.9205,-49.7075,-4,-2.4,0 0 0 0,-42.2027,,,,,,,,,,-10.4637,,,2.38,,,,,-17.1458,,,-42.2027,,,,QC'd by MedChem Express
734,384568751,9918559,CC[C@H](CC#N)OC(=O)N[C@@H](C)C1=CC(=CC=C1)NC(=O)NC2=CC(=C(C=C2)C3=CN=CO3)OC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345803-02/250005419,,Cytotoxic,7.9433,87.9875,,20,Partial curve; partial efficacy; poor fit,-5.1,0.7,0.9171,-85.6516,2.3359,-2.4,0 0 0 0,-70.5694,,,,,,,,,,-2.6368,,,-32.17,,,,,-49.0286,,,-70.5694,,,,QC'd by ChemieTek
735,384568755,46911017,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C(=CC=C3)S(=O)(=O)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345811-02/250002762,,Cytotoxic,39.8107,114.159,,20,Single point of activity,-4.4,4.9549,0.9992,-113.159,1,-3,0 0 0 0,-96.7168,,,,,,,,,,0,,,0,,,,,0,,,-96.7168,,,,QC'd by Bio Vision
736,384568757,5318980,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC=C(C=C3)OC)O)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345813-03/250003507,,Cytotoxic,39.8107,60.2253,,20,Single point of activity,-4.4,4.5045,0.9952,-58.2253,2,-3,0 0 0 0,-48.5211,,,,,,,,,,4.2264,,,0,,,,,0,,,-48.5211,,,,QC'd by SIGMA
737,384568758,9868928,CCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345815-02/250003530,,Cytotoxic,1.9953,103.687,,20,Complete curve; high efficacy; poor fit,-5.7,1.8851,0.9861,-95.6869,8,-1.3,0 0 0 0,-95.4959,,,,,,,,,,4.739,,,-48.3669,,,,,-93.968,,,-95.4959,,,,QC'd by Cayman
738,384568760,1361334,C1=CC(=CC(=C1)C(F)(F)F)/C=C\2/C(=O)NC(=O)S2,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345836-13/250002673,,Cytotoxic,31.6228,42.3292,,20,Partial curve; partial efficacy; poor fit,-4.5,1.9282,0.9163,-43.8292,-1.5,-2.4,0 0 0 0,-33.5827,,,,,,,,,,3.9364,,,-7.4028,,,,,-12.8256,,,-33.5827,,,,QC'd by Bio Vision
739,384568762,44205240,CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345839-10/250005745,,Cytotoxic,39.8107,58.6927,,20,Single point of activity,-4.4,4.9549,0.8612,-62.6927,-4,-3,0 0 0 0,-54.3273,,,,,,,,,,-19.1535,,,0.3934,,,,,-0.6559,,,-54.3273,,,,QC'd by Bio Vision
740,384568766,25207689,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)S(=O)(=O)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345851-06/250003104,,Cytotoxic,1.5849,45.6652,,20,Complete curve; partial efficacy; poor fit,-5.8,3.6772,0.9981,-49.4898,-3.8246,-1.4,0 0 0 0,-48.3864,,,,,,,,,,-6.1038,,,-37.3407,,,,,-50.4802,,,-48.3864,,,,QC'd by MedChem Express
741,384568770,49831257,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00345855-06/250005651,,Cytotoxic,39.8107,61.994,,20,Single point of activity,-4.4,4.9549,0.9853,-61.494,0.5,-3,0 0 0 0,-52.9116,,,,,,,,,,-3.2614,,,0,,,,,3.0123,,,-52.9116,,,,QC'd by ChemieTek
742,384568775,24958200,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346435-07/250003220,,Cytotoxic,22.3872,36.0782,,20,Partial curve; partial efficacy,-4.65,2.0479,0.9998,-36.0782,0,-2.2,0 0 0 0,-31.3151,,,,,,,,,,0,,,0,,,,,-15.2705,,,-31.3151,,,,QC'd by MedChem Express
743,384568777,131861370,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(\[C@@H]([C@H](/C=C\C=C(/C(=O)NC2=CC(=C(C(=C2O)C1)NCC=C)O)\C)OC)OC(=O)N)/C)C)O)OC,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346438-02/250005752,,Cytotoxic,1.7783,53.5066,,20,Complete curve; partial efficacy; poor fit,-5.75,1.6266,0.9573,-49.5066,4,-1.4,0 0 0 0,-53.0759,,,,,,,,,,0,,,-28.7235,,,,,-44.1594,,,-53.0759,,,,QC'd by MedChem Express
744,384568783,46944259,C[C@H](C1=C(C=NC=C1Cl)Cl)OC2=CC3=C(C=C2)NN=C3/C=C/C4=CN(N=C4)CCO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346459-07/250002910,,Cytotoxic,10,54.502,,20,Complete curve; partial efficacy; poor fit,-5,3.5117,0.9954,-56.502,-2,-1.4,0 0 0 0,-56.5807,,,,,,,,,,-4.6711,,,0,,,,,-51.0503,,,-56.5807,,,,QC'd by MedChem Express
745,384568792,24739943,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346478-06/250002604,,Cytotoxic,28.1838,37.9584,,20,Single point of activity,-4.55,3.0654,0.9998,-37.9584,0,-3,0 0 0 0,-34.0594,,,,,,,,,,0,,,0,,,,,-8.3617,,,-34.0594,,,,QC'd by Selleck
746,384568794,11647372,C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346484-04/250005274,,Cytotoxic,2.5119,50.6505,,20,Partial curve; partial efficacy; poor fit,-5.6,1.9282,1,-46.6505,4,-2.4,0 0 0 1,-10.512,,,,,,,,,,0,,,-17.3073,,,,,-45.746,,,-10.512,,,,QC'd by SynKinase
747,384568795,11749858,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346486-03/250003234,,Cytotoxic,1.9953,62.5991,,20,Complete curve; partial efficacy; poor fit,-5.7,1.8265,0.9644,-56.5991,6,-1.4,0 0 0 0,-61.2028,,,,,,,,,,2.7251,,,-29.801,,,,,-50.0812,,,-61.2028,,,,QC'd by Selleck
748,384568796,11538455,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346487-03/250006162,,Cytotoxic,39.8107,68.8279,,20,Partial curve; partial efficacy; poor fit,-4.4,1.5386,0.9643,-104.788,-35.9601,-2.4,0 0 0 0,-79.7637,,,,,,,,,,-31.2168,,,-41.4761,,,,,-52.124,,,-79.7637,,,,QC'd by Selleck
749,384568798,10027278,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346490-06/250005915,,Cytotoxic,1.122,42.0177,,20,Complete curve; partial efficacy; poor fit,-5.95,4.9549,0.8161,-38.0177,4,-1.4,0 0 0 0,-48.353,,,,,,,,,,0,,,-36.6525,,,,,-26.7222,,,-48.353,,,,QC'd by Tocris
750,384568802,44607360,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346496-05/250002813,,Cytotoxic,35.4813,107.042,,20,Partial curve; high efficacy; poor fit,-4.45,3.6772,0.9954,-108.542,-1.5,-2.3,0 0 0 0,-92.7706,,,,,,,,,,-5.0672,,,2.3127,,,,,-11.1383,,,-92.7706,,,,QC'd by Adooq
751,384568811,23582824,C1=CC2=NC=CC(=C2C=C1/C=C\3/C(=O)NC(=O)S3)C4=CC=NC=C4,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346509-08/250005879,,Cytotoxic,1.7783,59.5058,,20,Complete curve; partial efficacy; poor fit,-5.75,4.9549,0.992,-54.0058,5.5,-1.4,0 0 0 0,-51.1942,,,,,,,,,,4.7969,,,-36.1236,,,,,-57.2977,,,-51.1942,,,,QC'd by MedChem Express
752,384568813,50515,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346513-02/250002510,,Cytotoxic,17.7828,78.9872,,20,Partial curve; partial efficacy; poor fit,-4.75,1.8851,0.9949,-83.6686,-4.6815,-2.4,0 0 0 0,-77.471,,,,,,,,,,-7.7704,,,-4.3179,,,,,-44.6626,,,-77.471,,,,QC'd by Selleck
753,384568814,24853523,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CC[C@@H](C3)N(C)C)C(F)(F)F)NC4=NC=C(C=N4)C5=CN=CN=C5,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346514-04/250005362,,Cytotoxic,39.8107,108.559,,20,Single point of activity,-4.4,4.9549,0.987,-111.059,-2.5,-3,0 0 0 0,-95.4112,,,,,,,,,,-9.8178,,,-0.931,,,,,0,,,-95.4112,,,,QC'd by MedChem Express
754,384568821,11256664,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346527-03/250002890,,Cytotoxic,25.1189,37.2724,,20,Partial curve; partial efficacy,-4.6,1.9673,0.9991,-56.9715,-19.6991,-2.2,0 0 0 0,-50.736,,,,,,,,,,-20.422,,,-19.7492,,,,,-33.1191,,,-50.736,,,,QC'd by Selleck
755,384568826,11539025,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346537-04/250005808,,Cytotoxic,39.8107,40.3496,,20,Single point of activity,-4.4,4.9549,0.9991,-39.8496,0.5,-3,0 0 0 0,-34.0413,,,,,,,,,,0,,,0,,,,,0,,,-34.0413,,,,QC'd by APExBIO
756,384568828,135421442,CCS(=O)(=O)NC1=CC2=C(C=C1)NC(=C2C(=NC3=CC=C(C=C3)CN4CCCCC4)C5=CC=CC=C5)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346542-12/250002935,,Cytotoxic,2.5119,94.027,,20,Complete curve; high efficacy; poor fit,-5.6,1.9673,0.9951,-90.027,4,-1.3,0 0 0 0,-91.4908,,,,,,,,,,0,,,-38.4218,,,,,-86.0883,,,-91.4908,,,,QC'd by MedChem Express
757,384568834,11175137,C1CNCCC1(C2=CC=C(C=C2)C3=CNN=C3)C4=CC=C(C=C4)Cl,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346549-08/250002409,,Cytotoxic,28.1838,54.9605,,20,Partial curve; partial efficacy,-4.55,2.7868,0.9987,-53.9605,1,-2.2,0 0 0 0,-47.3186,,,,,,,,,,2.0324,,,0,,,,,-12.9026,,,-47.3186,,,,QC'd by MedChem Express
758,384568838,49867929,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346553-10/250003398,,Cytotoxic,39.8107,102.781,,20,Single point of activity,-4.4,4.9549,0.9986,-100.781,2,-3,0 0 0 0,-86.1379,,,,,,,,,,0,,,3.9663,,,,,0,,,-86.1379,,,,QC'd by MedChem Express
759,384568841,452548,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346563-03/250005726,,Cytotoxic,1.7783,56.9366,,20,Complete curve; partial efficacy; poor fit,-5.75,1.6266,0.9499,-52.9366,4,-1.4,0 0 0 0,-56.0847,,,,,,,,,,0,,,-33.0971,,,,,-47.4035,,,-56.0847,,,,QC'd by MedChem Express
760,384568842,5277135,CC(C)[C@@H](CO)N1C=C(C(=O)C2=C1C=C(C(=C2)CC3=C(C(=CC=C3)Cl)F)OC)C(=O)O,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346565-07/250006130,,Cytotoxic,39.8107,50.5565,,20,Single point of activity,-4.4,4.9549,0.9989,-49.5565,1,-3,0 0 0 0,-42.1304,,,,,,,,,,1.5943,,,0,,,,,0,,,-42.1304,,,,QC'd by MedChem Express
761,384568845,9936388,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=C(C(=O)C3=C(O2)C=C(C=C3)Cl)CC4=CC=CC=C4)C(C)C,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/TRND-SARS-CoV-2-cytotox-48hr-p2-mipe/NCGC00346571-07/250005552,,Cytotoxic,39.8107,60.907,,20,Partial curve; high efficacy; poor fit,-4.4,4.5045,0.9786,-106.72,-45.8128,-2.3,0 0 0 0,-96.6664,,,,,,,,,,-50.2088,,,-41.094,,,,,-47.8334,,,-96.6664,,,,QC'd by MedChem Express
