PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Standard Type,Standard Relation,Standard Value,Activity Comment
1262,136930138,3280,CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC,Unspecified,,,,Hit score,=,0.02741,
1263,136930151,5597,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,Unspecified,,,,Hit score,=,0.08235,
1264,136933656,8612,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,Unspecified,,,,Hit score,=,0.06273,
1265,136933682,2264,CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4,Unspecified,,,,Hit score,=,0.1081,
1266,136933949,156709,CC1=C(N=C(C(=N1)C)C)C.Cl,Unspecified,,,,Hit score,=,0.08486,
1267,136936504,11567473,C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)C#N)N4C[C@H]5[C@H](C4)OCCN5)F)C(=O)O,Unspecified,,,,Hit score,=,0.04952,
1268,136937804,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,Unspecified,,,,Hit score,=,0.2806,
1269,136939970,28718,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,Unspecified,,,,Hit score,=,0.1557,
1270,136940589,24821094,C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,Unspecified,,,,Hit score,=,0.1068,
1271,136943191,1570,C1=CC(=S)N(C=C1)O,Unspecified,,,,Hit score,=,0.2583,
1272,136945691,9870652,CCCCC1=NC(=C(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CC(=S)N(C)C)C,Unspecified,,,,Hit score,=,0.1262,
1273,136946104,9578507,C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]\5[C@@]4([C@@H](C=C(/C5=N/O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)\C)O[C@@H]1C7CCCCC7,Unspecified,,,,Hit score,=,0.03596,
1274,160666470,2335,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2,Unspecified,,,,Hit score,=,0.03086,
1275,160666473,9553856,C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=C(O3)[N+](=O)[O-],Unspecified,,,,Hit score,=,0.1983,
1276,160666496,23497,COC(=O)[C@H](CC1=CC(=C(C=C1)O)O)N,Unspecified,,,,Hit score,=,0.204,
1277,160666498,154417,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.0469,
1278,160666522,3316,CCCCCCOC1=CC=CC=C1C(=O)N,Unspecified,,,,Hit score,=,0.1514,
1279,160666524,71693,C1COCCN1CCCC2=CC=C(C=C2)COC3=CC=CC=C3,Unspecified,,,,Hit score,=,0.05308,
1280,160666564,38072,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2CC(=O)O,Unspecified,,,,Hit score,=,0.1615,
1281,160666590,22530,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,Unspecified,,,,Hit score,=,0.1177,
1282,160666601,54679224,C1=C(C(=CNC1=O)Cl)O,Unspecified,,,,Hit score,=,0.1623,
1283,160666641,9822821,C[N+]12CCCC[C@@H]1CCC(=C(C3=CC=CS3)C4=CC=CS4)C2,Unspecified,,,,Hit score,=,0.195,
1284,160666768,44632017,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,Unspecified,,,,Hit score,=,0.2466,
1285,160667005,44468216,C1=C2C(=NC=NN2C(=C1)[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)C#N)N,Unspecified,,,,Hit score,=,0.865,"N=2 (0.883930397,0.846138693)"
1286,160667184,10453870,C1=CC=C2C(=C1)C=C(S2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)F,Unspecified,,,,Hit score,=,0.1583,
1287,160667665,44462760,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,Unspecified,,,,Hit score,=,-0.274,
1288,160668474,6918155,CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6,Unspecified,,,,Hit score,=,0.2519,
1289,160671026,11367,CN(C1=CC=C(C=C1)O)C(=O)C(Cl)Cl,Unspecified,,,,Hit score,=,-0.0329,
1290,160671158,452306,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@@H](C(C)(C)CO)O)O,Unspecified,,,,Hit score,=,0.0893,
1291,160671188,102551,CC(CC1=CC(=CC=C1)O)N,Unspecified,,,,Hit score,=,0.2051,
1292,160671256,5632,CCCCOC(=O)C1=CC=CC=C1NC2=CC=CC(=C2)C(F)(F)F,Unspecified,,,,Hit score,=,0.06382,
1293,160671261,24970412,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,Unspecified,,,,Hit score,=,0.09069,
1294,160671486,124246,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3,Unspecified,,,,Hit score,=,0.1567,
1295,160671533,11949646,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,Unspecified,,,,Hit score,=,0.03968,
1296,160671835,8364,CCCCC(CC)COC(=O)C1=CC=CC=C1O,Unspecified,,,,Hit score,=,0.1384,
1297,160671838,9458,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,Unspecified,,,,Hit score,=,0.08111,
1298,160671852,441244,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+],Unspecified,,,,Hit score,=,0.02084,
1299,160671862,4487,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,Unspecified,,,,Hit score,=,0.01839,
1300,160671863,65790,COC1=CC(=CC(=C1OC)OC)C(=S)N2CCOCC2,Unspecified,,,,Hit score,=,0.1798,
1301,160671872,2075,C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)N,Unspecified,,,,Hit score,=,0.1103,
1302,160671875,35375,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,Unspecified,,,,Hit score,=,0.02454,
1303,160671892,72098,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64,Unspecified,,,,Hit score,=,0.06568,
1304,160671898,3002820,C1C(S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=CC=CC=C3Cl,Unspecified,,,,Hit score,=,0.0264,
1305,160671906,5283748,C[C@H](CC[C@H](C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,Unspecified,,,,Hit score,=,0.3632,
1306,160676375,10220503,CCC(=O)NC[C@@H]1C[C@H]1C2=C3CCOC3=CC=C2,Unspecified,,,,Hit score,=,0.1536,
1307,160676424,62865,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C,Unspecified,,,,Hit score,=,0.06709,
1308,160676443,65659,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)Cl,Unspecified,,,,Hit score,=,0.09412,
1309,160676538,9966051,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,Unspecified,,,,Hit score,=,0.1805,
1310,160676619,24812732,CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O.C(=C/C(=O)O)\C(=O)O,Unspecified,,,,Hit score,=,0.01452,
1311,160676622,25102847,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,Unspecified,,,,Hit score,=,0.3291,
1312,160676651,23663126,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)[O-])C.[Na+],Unspecified,,,,Hit score,=,0.05468,
1313,160676671,71334,CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F.CS(=O)(=O)O,Unspecified,,,,Hit score,=,0.01486,
1314,160676834,20058,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)OC(=O)C)OC(=O)C,Unspecified,,,,Hit score,=,0.05866,
1315,160676843,41870,CCC(C1=CC=CC=C1)(C2=CC(=CC=C2)C(F)(F)F)O,Unspecified,,,,Hit score,=,0.1872,
1316,160677133,5978,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,Unspecified,,,,Hit score,=,0.4904,
1317,160677172,71777,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,Unspecified,,,,Hit score,=,0.138,
1318,160677188,3242,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,Unspecified,,,,Hit score,=,0.2407,
1319,160677197,28061,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],Unspecified,,,,Hit score,=,0.1218,
1320,160677213,5284550,CN(C)CC/C=C/1\C2=CC=CC=C2CSC3=CC=CC=C31,Unspecified,,,,Hit score,=,0.2581,
1321,160677308,2787,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,Unspecified,,,,Hit score,=,0.1194,
1322,160677323,33919,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O,Unspecified,,,,Hit score,=,0.1842,
1323,160678326,135409642,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C,Unspecified,,,,Hit score,=,0.1452,
1324,160678787,46216796,C1CCN(C1)CCOC2=C3COC/C=C/COCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2,Unspecified,,,,Hit score,=,0.4102,"N=2 (0.56919686,0.251189562)"
1325,160680229,44603531,CC(C)(C)[C@H]1C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCC[C@@H]7C[C@H]7OC(=O)N1,Unspecified,,,,Hit score,=,0.01454,
1326,160680868,119171,CC1=C(C(C(=C(N1)C)P2(=O)OCC(CO2)(C)C)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCN(CC4=CC=CC=C4)C5=CC=CC=C5,Unspecified,,,,Hit score,=,0.1344,"N=2 (0.139144101,0.129650293)"
1327,160681707,443869,CC1=C([C@@H](C(=C(N1)C)C(=O)O[C@H]2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,Unspecified,,,,Hit score,=,-0.001023,
1328,160681714,11671467,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C,Unspecified,,,,Hit score,=,0.09741,
1329,160681718,25025298,CC1=NN(C=C1)C2=C(C=CC(=C2)Cl)[C@H](C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)C[C@@H](C(=O)O)N)N,Unspecified,,,,Hit score,=,-0.05214,"N=2 (-0.049434901,-0.054835276)"
1330,160681721,11749858,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,Unspecified,,,,Hit score,=,0.02119,
1331,160681755,23342,CN(CCOP(=O)(O)O)C(=N)N,Unspecified,,,,Hit score,=,0.1189,
1332,160681936,5283734,C[C@H](CC[C@H](C(C)C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,Unspecified,,,,Hit score,=,0.4469,
1333,160681948,3003141,C1[C@H](S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=C(C=C(C=C3)Cl)Cl,Unspecified,,,,Hit score,=,0.09705,
1334,160681960,11978813,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,Unspecified,,,,Hit score,=,0.1154,
1335,160681962,3033690,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.[Ca+2],Unspecified,,,,Hit score,=,0.2305,
1336,160681978,2040,CC1=CC=CC=C1N2C(=NC3=C(C2=O)C=C(C=C3)N)CF,Unspecified,,,,Hit score,=,0.1208,
1337,160681988,71916,COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C,Unspecified,,,,Hit score,=,0.1813,
1338,160682015,3673,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC2=CC=CC=N2,Unspecified,,,,Hit score,=,0.1126,
1339,160682049,71734,CCCCCCCCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Unspecified,,,,Hit score,=,0.3288,
1340,160682218,11304743,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,Unspecified,,,,Hit score,=,0.2213,
1341,160682474,4456,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,Unspecified,,,,Hit score,=,0.1096,
1342,160682482,439213,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O,Unspecified,,,,Hit score,=,0.1709,
1343,160682498,6918558,CC(C)C(=O)OC1=C(C=C(C=C1)CO)[C@H](CCN(C(C)C)C(C)C)C2=CC=CC=C2,Unspecified,,,,Hit score,=,0.03098,
1344,160682499,6918456,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,Unspecified,,,,Hit score,=,0.2148,
1345,160682538,72093,CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC,Unspecified,,,,Hit score,=,0.1331,
1346,160682630,2018,CC(=O)NC1=CC=C(C=C1)CC(=O)O,Unspecified,,,,Hit score,=,0.2693,
1347,160683595,25154714,CC(C)[C@@H](C(=O)N1CCC[C@H]1C2=NC=C(N2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C(N5)[C@@H]6CCCN6C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,Unspecified,,,,Hit score,=,-0.06011,
1348,160685135,3033825,C[C@@H]1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,Unspecified,,,,Hit score,=,0.1264,
1349,160687002,53297473,C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N.O,Unspecified,,,,Hit score,=,-0.0639,
1350,160687014,13559281,CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,Unspecified,,,,Hit score,=,0.1448,
1351,160687019,16678941,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,Unspecified,,,,Hit score,=,0.04797,
1352,160687070,6434217,CC1=CC=C(C=C1)/C=C/2\C3CCC(C2=O)(C3(C)C)C,Unspecified,,,,Hit score,=,0.1975,
1353,160687239,46908928,CCC1=CC=C(C=C1)CC2=CC3=C(CO[C@@]34[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C=C2.O,Unspecified,,,,Hit score,=,-0.02965,
1354,160687262,2326,CC(COC1=CC=CC=C1CC2=CC=CC=C2)N3CCCCC3,Unspecified,,,,Hit score,=,0.02777,
1355,160687265,2005,CC(=O)NCCCCCC(=O)O,Unspecified,,,,Hit score,=,0.3113,
1356,160687390,4514,CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl,Unspecified,,,,Hit score,=,0.2727,
1357,160687480,3792,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)OC)OC,Unspecified,,,,Hit score,=,0.2388,
1358,160687501,65946,CCOC(=O)N1CSC[C@H]1C(=O)O,Unspecified,,,,Hit score,=,0.3645,
1359,160687510,24944097,C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)[O-])C(=O)N.[Na+],Unspecified,,,,Hit score,=,0.2969,
1360,160687794,166548,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)O)O)O)[C@@H](C)O)C)O)O)O,Unspecified,,,,Hit score,=,0.1907,
1361,160687824,10041070,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC=C)O,Unspecified,,,,Hit score,=,0.04669,
1362,160687859,5362,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,Unspecified,,,,Hit score,=,0.0562,
1363,160687870,5282219,CC(=CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C,Unspecified,,,,Hit score,=,0.2677,
1364,160687873,525,C(C(C(=O)O)O)C(=O)O,Unspecified,,,,Hit score,=,0.2337,
1365,160687877,91668,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@H]4C1=CC(=O)CC4,Unspecified,,,,Hit score,=,0.2782,
1366,160687937,3002119,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCC2CCCO2)/C,Unspecified,,,,Hit score,=,0.06698,
1367,160687949,114905,CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C,Unspecified,,,,Hit score,=,0.1908,
1368,160690819,19988,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O,Unspecified,,,,Hit score,=,0.08083,
1369,160692461,444008,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O,Unspecified,,,,Hit score,=,0.094,
1370,160692469,92974,C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O,Unspecified,,,,Hit score,=,0.07126,
1371,160692474,9852519,C1CCC(CC1)N2CCN(CC2)C3=C(N=C(S3)NC(=O)C4=CC(=C(N=C4)N5CCC(CC5)C(=O)O)Cl)C6=CC(=CS6)Cl,Unspecified,,,,Hit score,=,0.04204,
1372,160692499,5373773,CCOCCOC(=O)/C=C/C1=CC=C(C=C1)OC,Unspecified,,,,Hit score,=,0.1586,
1373,160692613,68707,CCOC(=O)CSCCC1NC(CS1)C(=O)O,Unspecified,,,,Hit score,=,0.08225,
1374,160692625,71261,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NCCO,Unspecified,,,,Hit score,=,0.24,
1375,160692674,14652,CS(=O)(=O)C1=CC=C(C=C1)C2=CN3C=CC=CC3=N2,Unspecified,,,,Hit score,=,0.1274,
1376,160692698,16076883,CC(C)(C)[C@@H](C(=O)N1C[C@@H](C[C@H]1C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C3CC3)OC4=NC=C(C5=C4C=C(C=C5)Cl)OC)NC(=O)OC(C)(C)C,Unspecified,,,,Hit score,=,0.03635,
1377,160692869,68801,CC1=CC(=NC=C1)NC(=O)C(C)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.1264,
1378,160692920,6918406,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C.O.O.O.Cl,Unspecified,,,,Hit score,=,0.02159,
1379,160692925,637568,COC(=O)/C=C/C(=O)OC,Unspecified,,,,Hit score,=,0.2569,"N=2 (0.294077776,0.219726714)"
1380,160692939,6438378,CCCC[C@H](C)C[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCC/C=C/C(=O)O)O)O,Unspecified,,,,Hit score,=,0.08234,
1381,160693250,3913,C1CSC2=NC(CN21)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.1521,
1382,160693271,54726191,C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,Unspecified,,,,Hit score,=,-0.02185,
1383,160693274,153994,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,Unspecified,,,,Hit score,=,0.1396,
1384,160693279,4165,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2,Unspecified,,,,Hit score,=,0.2902,
1385,160693280,41109,CC(C)(C(=O)OCCN1C=NC2=C1C(=O)N(C(=O)N2C)C)OC3=CC=C(C=C3)Cl,Unspecified,,,,Hit score,=,0.04373,
1386,160693345,54690031,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,Unspecified,,,,Hit score,=,0.1815,
1387,160693389,39212,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,Unspecified,,,,Hit score,=,0.2448,
1388,160693396,185460,CCOCCN1C2=CC=CC=C2N=C1C3CCN(CC3)CCC4=CC=C(C=C4)C(C)(C)C(=O)O,Unspecified,,,,Hit score,=,0.1453,
1389,160693452,3946,C1=CC=C(C(=C1)C(=O)O)NC2=C(C=CC(=C2)Cl)C(=O)O,Unspecified,,,,Hit score,=,0.1685,
1390,160694505,11154555,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,Unspecified,,,,Hit score,=,0.1969,
1391,160695863,24812758,CC1=C(C=C(C=C1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,Unspecified,,,,Hit score,=,0.2292,
1392,160697744,25151504,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,Unspecified,,,,Hit score,=,0.1186,"N=2 (0.193986953,0.043155252)"
1393,160697855,107751,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,Unspecified,,,,Hit score,=,0.133,
1394,160697931,65452,CC[C@H]([C@H]1[C@H](C[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C)C(=O)O,Unspecified,,,,Hit score,=,-0.02006,
1395,160697995,68591,CC1=C(C=CC(=C1)N2C(=O)NC(=O)N(C2=O)C)OC3=CC=C(C=C3)SC(F)(F)F,Unspecified,,,,Hit score,=,0.1675,
1396,160698078,210320,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,Unspecified,,,,Hit score,=,0.2385,
1397,160698093,70693519,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)/C=C/CN4CCCCC4.O,Unspecified,,,,Hit score,=,-0.155,
1398,160698094,53465279,C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)O,Unspecified,,,,Hit score,=,0.2055,
1399,160698096,46209133,CS(=O)(=O)N1C=C2CN(CC2=N1)[C@@H]3C[C@@H]([C@H](OC3)C4=C(C=CC(=C4)F)F)N,Unspecified,,,,Hit score,=,0.162,
1400,160698168,3037918,CC1=CC2=C(C[C@H]3[C@@H]4[C@]2(CCCC4)CCN3C)C=C1,Unspecified,,,,Hit score,=,0.08461,
1401,160698338,16051930,CC[C@]12CC[C@H]3[C@H]([C@@H]1CCC2(C#C)O)CCC4=CC(=O)CC[C@H]34,Unspecified,,,,Hit score,=,0.2054,"N=2 (0.322232038,0.088541882)"
1402,160698611,5472495,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,Unspecified,,,,Hit score,=,0.1412,
1403,160698665,4846,C1=CC=C2C(=C1)N=C3C(=CC(=O)C4=C3C(=O)C=C(N4)C(=O)O)O2,Unspecified,,,,Hit score,=,0.3657,
1404,160698701,65944,C1CC(=O)N[C@@H]1C(=O)N2CSC[C@H]2C(=O)O,Unspecified,,,,Hit score,=,0.2479,
1405,160698785,5282136,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3,Unspecified,,,,Hit score,=,0.2245,
1406,160698806,27812,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O,Unspecified,,,,Hit score,=,0.3099,
1407,160698815,3245,CCOC(CN1CCN(CC1)CC(C)C(=O)C2=CC=CC=C2)C3=CC=CC=C3,Unspecified,,,,Hit score,=,0.2949,
1408,160698817,71203,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2,Unspecified,,,,Hit score,=,0.1621,
1409,160698822,20055553,C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4.O.O.O.O.O.OS(=O)(=O)O,Unspecified,,,,Hit score,=,0.06144,
1410,160698827,71818,COC1=CC=C(C2=CC=CC=C21)C(=O)CCC(=O)O,Unspecified,,,,Hit score,=,0.04313,
