RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,,0.000914495,0.00155464,0.00263993,0.00459575,0.0064826,0.00912159,0.0137872,0.0269967,0.0413617,0.0569821,0.0820943,0.124085,0.188912,0.246899,0.423153,0.738849,1.11677,1.70021,2.22209,3.66561,6.6433,10,13.3629,20,40,
237,363676613,16759612,C[C@H](CCC(=O)[O-])C[C@H](C)C[C@H](C)C(=O)/C=C(/[C@H](C)C[C@H](C)C/C=C/[C@@H](C)[C@H]([C@@H](C)[C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]2CC[C@@](O2)(C)[C@@H](C)O)O)O)\[O-],Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00162463-03/250022962,,Activator,4.9225,55.025,,10,Single point of activity,-5.3078,2.7202,0.921,54.8453,-0.1798,3,0 0 0 0 0 0 0 0,57.424,,,,-3.8998,,,-1.4669,,-1.4311,,,1.4311,,,3.2916,,7.6923,,,6.7263,,57.424,,,,QC'd by Bio Vision
238,363677107,5287855,C1=CC2=C(C=C1/C=C\3/C(=O)NC(=O)S3)OC(O2)(F)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00186009-04/250023083,,Activator,11.2202,45.9478,,10,Single point of activity,-4.95,3.6772,0.976,45.6837,-0.2642,3,0 0 0 0 0 0 0 0,40.8163,,,,,,1.7166,,-3.2043,,,1.4114,,,0.4578,,-4.3868,,,1.564,,5.5693,,,40.8163,,QC'd by Selleck
239,363677226,6450819,C1=CC=C(C=C1)CN2C=C(C3=C2C=CC(=C3)C4=CC=C(C=C4)OC(F)(F)F)C(=O)C(=O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00263142-04/250023186,,Activator,12.5893,35.314,,10,Single point of activity,-4.9,3.0654,0.9254,38,2.686,3,0 0 0 0 0 0 0 0,31.4574,,,,,,2.2755,,1.0943,,,2.9356,,,-2.345,,3.6998,,,8.0771,,5.9927,,,31.4574,,QC'd by Glixx
240,363677270,2742550,CC1=C(C=C(N1CCCN2CCOCC2)C3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)C(F)(F)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00263214-02/250023304,,Activator,10,62.2549,,10,Single point of activity,-5,4.5045,0.9875,61.219,-1.0358,3,0 0 0 0 0 0 0 0,58.5767,,,,,,3.1474,,-0.6645,,,0.5945,,,-1.224,,-3.7769,,,-4.1965,,7.9385,,,58.5767,,QC'd by Tocris
241,363677283,2836187,C1=CC=C(C=C1)NCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00263551-06/250023315,,Activator,3.5481,53.7118,,10,Single point of activity,-5.45,4.5045,0.9723,54.1724,0.4606,3,0 0 0 0 0 0 0 1,-13.8136,,,,,,-4.6162,,0.8043,,,6.3647,,,0.6994,,0.4546,,,6.085,,51.3027,,,-13.8136,,QC'd by Glixx
242,363677475,260439,C[C@@H]([C@H]1[C@@H](C[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)NC)C)C)O)NC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00346606-02/250023183,,Activator,5.5231,31.3971,,10,Partial curve; partial efficacy; poor fit,-5.2578,1.8851,0.9018,34,2.6029,2.4,0 0 0 0 0 0 0 0,29.894,,,,-1.9976,,,1.268,,5.5411,,,3.8041,,,4.9158,,5.4716,,,7.8687,,29.894,,,,QC'd by Selleck
243,363677812,10276451,C1CN(CCN1CCCCNC(=O)C2=CC3=CC=CC=C3S2)C4=C(C(=CC=C4)Cl)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00370702-02/250023191,,Activator,4.4668,43.462,,10,Single point of activity,-5.35,4.9549,0.9896,43.0646,-0.3973,3,0 0 0 0 0 0 0 1,-7.0697,,,,,,0.9206,,1.1291,,,-2.4145,,,-2.1018,,0.9554,,,0.5385,,37.8496,,,-7.0697,,QC'd by SynKinase
244,363677903,22254068,CS(=O)(=O)NCC1CCC(CC1)NC2=NC3=C(S2)CCSC4=CC=CC=C43,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00370875-01/250022991,,Activator,11.2202,34.9544,,10,Single point of activity,-4.95,3.9295,0.8779,37.1364,2.182,3,0 0 0 0 0 0 0 0,33.9962,,,,,,8.2927,,7.5047,,,2.4015,,,-4.015,,-1.6886,,,1.5009,,6.1163,,,33.9962,,QC'd by Tocris
245,363677920,16756754,CC1=C(C=C(C=C1)NC(=O)C(C)C)C2CCN(CC2)CC3=CC=C(C=C3)OC4=CC(=C(C=C4)F)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00370900-01/250023380,,Activator,3.9811,36.6865,,10,Single point of activity,-5.4,4.9549,0.9326,37.256,0.5695,3,0 0 0 0 0 0 0 1,-4.1498,,,,,,-2.8587,,-2.0103,,,7.7278,,,-0.5717,,0.6086,,,2.7481,,34.7289,,,-4.1498,,QC'd by Tocris
246,363677960,10094345,CC(C)C1=CC=CC2=C1N=C(C=C2C3=CC=CC=C3)C4=CC=C(N4)C5=CC=C(C=C5)C(=O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00370963-01/250023452,,Activator,10,73.7677,,10,Single point of activity,-5,4.4495,0.9607,68.1758,-5.5919,3,0 0 0 0 0 0 0 0,65.2873,,,,,,5.3944,,-10.4933,,,-4.7294,,,-10.0499,,-5.4314,,,-8.7936,,4.2121,,,65.2873,,QC'd by Tocris
247,363678006,6918542,CN(C)CCC1=CN(C2=C1C=C(C=C2)OC)S(=O)(=O)C3=CC=CC=C3,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00371046-02/250023468,,Activator,12.5893,93.6665,,10,Single point of activity,-4.9,4.9549,0.9774,92.115,-1.5515,3,0 0 0 0 0 0 0 0,83.4375,,,,,,-5.5699,,4.2463,,,-3.6581,,,4.7978,,0.6801,,,-7.9596,,0.386,,,83.4375,,QC'd by Axon Medchem
248,363678009,24882669,C1=CC=C(C=C1)CS(=O)(=O)NC2=CC(=C(C=C2)C3=CC4=C(C=C3)N(N=C4)C5=CC=C(C=C5)F)C(F)(F)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00371053-01/250023602,,Activator,11.2202,99.9395,,10,Single point of activity,-4.95,4.5045,0.9718,100.019,0.0798,3,0 0 0 0 0 0 0 0,93.1278,,,,,,0.7253,,-6.6002,,,-4.4243,,,-0.2176,,-0.6528,,,12.3663,,8.8486,,,93.1278,,QC'd by Tocris
249,363678085,5311452,CCC1=CC=CC=C1OC[C@H](CN[C@H]2CCCC3=CC=CC=C23)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00378545-01/250023013,,Activator,11.2202,109.034,,10,Single point of activity,-4.95,4.9549,0.9971,107.581,-1.4531,3,0 0 0 0 0 0 0 0,101.876,,,,,,-0.5253,,-2.1388,,,0.3752,,,-4.1276,,1.576,,,-3.8274,,5.7411,,,101.876,,QC'd by Tocris
250,363678291,16058637,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00378943-01/250023166,,Activator,10,56.1673,,10,Single point of activity,-5,3.99,0.9766,54.05,-2.1173,3,0 0 0 0 0 0 0 0,50.573,,,,,,2.7884,,-1.4515,,,-1.2987,,,-7.1811,,-1.9099,,,-4.5073,,7.563,,,50.573,,QC'd by MedChem Express
251,363678394,66561564,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC(=S)N2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00379167-01/250023538,,Activator,12.5893,45.6104,,10,Single point of activity,-4.9,2.8473,0.9736,46.7339,1.1234,3,0 0 0 0 0 0 0 0,37.4842,,,,,,0.6677,,-3.2305,,,0.5595,,,3.4831,,3.3027,,,2.3642,,7.5618,,,37.4842,,QC'd by Tocris
252,363678412,53347902,CC1=CC=C(C=C1)S(=O)(=O)N2CCCC[C@@H]2C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00379200-06/250023071,,Activator,10,42.1055,,10,Single point of activity,-5,3.5722,0.8861,42.5208,0.4153,3,0 0 0 0 0 0 0 0,39.2905,,,,,,-10.0706,,6.5993,,,4.4631,,,-0.6103,,1.6021,,,0.5722,,8.1633,,,39.2905,,QC'd by Glixx
253,363678758,10093830,CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)COC(=O)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00380750-01/250023239,,Activator,0.0319,31.9978,,10,Complete curve; partial efficacy; poor fit,-7.4966,4.9549,0.7122,34.1474,2.1496,1.4,0 0 0 0 0 0 0 1,-4.3539,-3.6253,,5.7415,,,3.8682,,8.4822,,,52.1249,,31.7953,,,18.2654,,-4.3539,,,,,,,,QC'd by Analyticon
254,363679174,133053856,CCC(C)CNCC(=O)N1CCC2C(C1COC3=CC=CC(=C3)C)C=CS2,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00384170-01/250023387,,Activator,12.5893,90.0617,,10,Single point of activity,-4.9,4.9549,0.9566,94.0617,4,3,0 0 0 0 0 0 0 0,85.6664,,,,,,3.3864,,16.2951,,,0.1006,,,12.6739,,2.6488,,,5.1299,,7.3093,,,85.6664,,QC'd by XcessBio
255,363679252,51136366,C[C@H]1[C@@H]2[C@@H](C3[C@@]4([C@@H](CC(=O)[C@]3([C@H]1C(=O)O2)C)C(=CC(=O)[C@H]4O)C)C)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00384574-01/250023542,,Activator,0.631,45.3045,,10,Partial curve; partial efficacy; poor fit,-6.2,4.9549,0.8507,44.9217,-0.3827,2.4,0 0 0 0 0 0 0 1,9.9677,,,,,-1.5979,,,-3.6523,,1.4837,,,4.1469,,6.81,,,59.7299,,30.8541,,,9.9677,,,QC'd by Analyticon
256,363679618,45360002,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CCC6[C@]7(C[C@@H]([C@@H]([C@@](C7[C@@H](C[C@]6([C@@]5(C[C@H]4O)C)C)O)(C)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)C)(C)C)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O[C@@H]1[C@@H]([C@](CO1)(CO)O)O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00385252-01/250022977,,Activator,2.1377,111.348,,10,Single point of activity,-5.67,4.095,0.9847,112.714,1.3658,3,0 0 0 0 0 0 0 0,98.3542,,9.195,,0.322,,,-2.0751,,6.1896,,,-2.6118,,,-1.8962,,9.8032,,,98.3542,,,,,,QC'd by Analyticon
257,363679674,75368808,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CCC6[C@]([C@@]5(C[C@H]4O)C)(CCC7[C@@]6(C[C@@H]([C@@H](C7(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O)O)O)O)O)C)C)(C)C)O)O)O)O[C@H]1[C@@H]([C@](CO1)(CO)O)O)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00385321-01/250022973,,Activator,2.1377,101.517,,10,Single point of activity,-5.67,4.095,0.9906,103.858,2.3408,3,0 0 0 0 0 0 0 0,90.6261,,1.1091,,-0.966,,,4.6512,,-0.7513,,,8.229,,,1.0376,,9.4097,,,90.6261,,,,,,QC'd by Analyticon
258,363680398,53355503,CCCCNC1=NC=C2C(=NN(C2=N1)CC3CCC(CC3)N)C4=CC=C(C=C4)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00386692-01/250023026,,Activator,7.8016,54.7615,,10,Single point of activity,-5.1078,4.9549,0.9321,53.2194,-1.5421,3,0 0 0 0 0 0 0 0,42.372,,,,-4.7403,,,4.0865,,-0.7083,,,1.2532,,,1.7617,,-6.3749,,,-6.7018,,42.372,,,,QC'd by Axon Medchem
259,363680455,46931017,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2C(=O)O)Br)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00386831-01/250023274,,Activator,12.5893,31.2847,,10,Partial curve; partial efficacy; poor fit,-4.9,1.8851,0.9423,32,0.7153,2.4,0 0 0 0 0 0 0 0,24.5399,,,,,,0.8552,,1.1898,,,-1.4873,,,0.2603,,0.9667,,,6.0978,,6.4324,,,24.5399,,QC'd by Evotec
260,363680717,67409219,CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00387877-01/250023658,,Activator,12.5893,43.1991,,10,Single point of activity,-4.9,4.9549,0.9519,45.2058,2.0067,3,0 0 0 0 0 0 0 0,41.3398,,,,,,0.1791,,-2.0777,,,3.6539,,,2.4718,,8.4184,,,1.3255,,2.1494,,,41.3398,,QC'd by ChemieTek
261,363680943,78358313,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)N)N(C)CCN(C)C)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00390638-01/250023407,,Activator,14.1254,33.8453,,10,Partial curve; partial efficacy; poor fit,-4.85,4.9549,0.9441,34,0.1547,2.4,0 0 0 0 0 0 0 0,29.7402,,,,,,2.0453,,-3.6211,,,0.8382,,,-0.637,,4.7276,,,-1.8776,,0.5029,,,29.7402,,QC'd by MedChem Express
262,363681223,16451152,C1=CC2=C(C=C1Cl)C3=C(N2CC(CNC(CO)(CO)CO)O)C=CC(=C3)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00485104-01/250023432,,Activator,11.2202,53.2259,,10,Single point of activity,-4.95,4.9549,0.9696,53.3242,0.0983,3,0 0 0 0 0 0 0 0,50.3602,,,,,,1.1084,,-1.2932,,,-3.2514,,,6.7615,,1.1454,,,-2.6603,,4.3968,,,50.3602,,QC'd by SIGMA
263,363681372,9893640,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SCCCN2CCN(CC2)CC3=C(C(=C(C=C3)OC)OC)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00485648-01/250023364,,Activator,3.3958,113.262,,10,Single point of activity,-5.4691,4.5045,0.9984,112.85,-0.4124,3,0 0 0 0 0 0 0 0,95.9609,,,-1.0513,,-0.166,,,-0.7193,,-0.9775,,,-2.0103,,2.6374,,,3.6333,,,95.9609,,,,,QC'd by SIGMA
264,363681403,16663089,CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCO)C(=O)CCl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00485901-01/250023061,,Activator,14.1254,30.8345,,10,Partial curve; partial efficacy; poor fit,-4.85,4.9549,0.8709,33.5,2.6655,2.4,0 0 0 0 0 0 0 0,28.9147,,,,,,7.1715,,-1.9455,,,0.3052,,,6.1415,,7.057,,,0.9537,,1.0299,,,28.9147,,QC'd by MedChem Express
265,377020266,46208890,CN1C=C(C=N1)C2=NC=CC(=C2)OC3=C(C=C(C(=C3)F)NC(=O)C4(CC4)C(=O)NC5=CC=CC=C5)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00378974-02/250023598,,Activator,11.2202,59.5635,,10,Single point of activity,-4.95,4.5045,0.9233,58.6859,-0.8776,3,0 0 0 0 0 0 0 0,54.651,,,,,,1.3418,,-7.398,,,-5.2947,,,-4.243,,0.1451,,,10.9882,,4.4243,,,54.651,,QC'd by MedChem Express
266,377020340,56640146,CC(C)(C)C1=CC(=CC(=C1OC)C2=CC3=C(C=C2)C=C(C=C3)NS(=O)(=O)C)N4C=CC(=O)NC4=O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00378604-04/250023219,,Activator,11.2202,60.4917,,10,Single point of activity,-4.95,4.5045,0.9847,61.6363,1.1446,3,0 0 0 0 0 0 0 0,57.3736,,,,,,-0.3995,,0.6774,,,-1.9628,,,0.5385,,6.4791,,,2.1365,,6.3401,,,57.3736,,QC'd by MedChem Express
267,384567790,2895,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00013841-13/250023126,,Activator,12.5893,78.2294,,10,Single point of activity,-4.9,4.9549,0.9965,74.8163,-3.4131,3,0 0 0 0 0 0 0 0,67.5737,,,,,,-5.0103,,-5.7609,,,-2.1955,,,-1.52,,-2.7585,,,-2.1955,,-0.7318,,,67.5737,,QC'd by Microsource
268,384567854,5924208,C1=CC2=C(C=C1I)/C(=C/C3=CC(=C(C(=C3)Br)O)Br)/C(=O)N2,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00015478-17/250023276,,Activator,10,30.9972,,10,Partial curve; partial efficacy; poor fit,-5,4.045,0.9931,28,-2.9972,2.4,0 0 0 0 0 0 0 0,25.99,,,,,,-3.272,,-2.0822,,,-2.7143,,,-1.4873,,-3.272,,,-4.1643,,2.045,,,25.99,,QC'd by MedChem Express
269,384567863,4216,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=C3I,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00015554-13/250023371,,Activator,12.5893,55.4677,,10,Single point of activity,-4.9,4.9549,0.9959,53.9045,-1.5633,3,0 0 0 0 0 0 0 0,48.7827,,,,,,-0.6824,,-2.9694,,,-2.453,,,-2.4899,,-1.6783,,,0.3873,,-0.2029,,,48.7827,,QC'd by MedChem Express
270,384568186,65909,CC1(C2=CC=CN2C3=CC=CC=C3CO1)CN4CCC(CC4)N5C6=CC=CC=C6NC5=O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00159544-04/250023663,,Activator,10,55.4794,,10,Single point of activity,-5,4.5045,0.9911,55.2929,-0.1866,3,0 0 0 0 0 0 0 0,53.1032,,,,,,-3.4888,,-0.404,,,0.0734,,,2.7543,,1.2119,,,0,,7.6019,,,53.1032,,QC'd by Tocris
271,384568190,9914412,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00159574-16/250023398,,Activator,14.1254,62.8613,,10,Single point of activity,-4.85,4.9549,0.9875,62.6999,-0.1614,3,0 0 0 0 0 0 0 0,55.2221,,,,,,1.6094,,-1.7435,,,2.1794,,,0.7712,,1.7435,,,-3.0511,,-0.9723,,,55.2221,,QC'd by MedChem Express
272,384568207,984170,CCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC4=C(C=C3)OCCO4)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00161410-03/250023040,,Activator,12.5893,77.8963,,10,Single point of activity,-4.9,4.9549,0.9707,77.7977,-0.0986,3,0 0 0 0 0 0 0 0,70.8863,,,,,,-3.8322,,2.7425,,,-2.3792,,,9.3898,,-0.1271,,,-3.5053,,1.8344,,,70.8863,,QC'd by Tocris
273,384568432,1271002,CCC1=CC=C(C=C1)/C=C/2\C(=O)NC(=S)S2,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00185994-09/250023657,,Activator,11.2202,65.68,,10,Single point of activity,-4.95,3.6772,0.9894,65.3495,-0.3305,3,0 0 0 0 0 0 0 0,58.1766,,,,,,-4.4421,,-0.7881,,,2.8658,,,0.1791,,0.0716,,,1.6479,,7.8094,,,58.1766,,QC'd by SIGMA
274,384568481,16095342,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00241982-07/250023362,,Activator,6.3096,35.7322,,10,Partial curve; partial efficacy; poor fit,-5.2,2.2526,0.9832,32,-3.7322,2.4,0 0 0 0 0 0 0 0,29.0483,,,,,,-3.2645,,-2.2316,,,-3.0063,,,-2.9325,,-4.7768,,,-4.0022,,16.5068,,,29.0483,,QC'd by Tocris
275,384568491,53316138,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(\[C@@H]([C@H](/C=C\C=C(/C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)\C)OC)OC(=O)N)/C)C)O)OC,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00242478-04/250023365,,Activator,14.1254,32.0059,,10,Single point of activity,-4.85,4.9549,0.7513,36,3.9941,3,0 0 0 0 0 0 0 0,31.5197,,,,,,-3.3383,,1.0882,,,2.1948,,,5.1826,,13.3346,,,9.6459,,-0.9775,,,31.5197,,QC'd by Selleck
276,384568521,9954540,C1CCN[C@@H](C1)[C@H](C2=CC=CC=C2)NC(=O)C3=C(C(=CC=C3)C(F)(F)F)Cl,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00247954-03/250023529,,Activator,14.1254,30.6835,,10,Partial curve; partial efficacy; poor fit,-4.85,4.9549,0.918,30,-0.6835,2.4,0 0 0 0 0 0 0 0,25.6091,,,,,,-2.292,,5.6127,,,-0.8482,,,-1.0287,,-2.292,,,-2.0754,,-2.653,,,25.6091,,QC'd by Axon Medchem
277,384568542,11271909,CC1=C(C2=C(N1C(C3=CC=CC=C3)C4=CC=CC=C4)C=CC(=C2)Cl)CCOC5=CC=C(C=C5)C(=O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00250389-02/250023688,,Activator,11.2202,53.6082,,10,Single point of activity,-4.95,4.9549,0.9943,50.8639,-2.7442,3,0 0 0 0 0 0 0 0,48.1822,,,,,,-4.1498,,-2.2402,,,0.0367,,,-2.6809,,-2.9379,,,-4.3702,,0.9548,,,48.1822,,QC'd by Axon Medchem
278,384568555,11656518,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00250407-05/250023210,,Activator,0.7943,31.6579,,10,Complete curve; partial efficacy; poor fit,-6.1,3.9295,0.9518,27.6754,-3.9825,1.4,0 0 0 0 0 0 0 0,22.9112,,,,,,-3.4914,,-5.4021,,,-4.8463,,,-2.8661,,10.7174,,,34.2713,,24.9262,,,22.9112,,QC'd by MedChem Express
279,384568760,1361334,C1=CC(=CC(=C1)C(F)(F)F)/C=C\2/C(=O)NC(=O)S2,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00345836-13/250023253,,Activator,12.5893,56.7415,,10,Single point of activity,-4.9,4.9549,0.9872,56.2259,-0.5156,3,0 0 0 0 0 0 0 0,50.8066,,,,,,0.8846,,-0.0173,,,-0.7112,,,0.9193,,-5.013,,,1.7173,,1.7866,,,50.8066,,QC'd by Bio Vision
280,384568768,11676971,CN(C)CC(=O)N1CCC(CC1)C2=CC(=C(C=C2)NC(=O)C3=NC=C(N3)C#N)C4=CCCCC4,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/SARS-CoV-2-CPE-VeroE6-cherrpicks-SRI-p5-conf/NCGC00345853-03/250023199,,Activator,12.5893,52.4356,,10,Single point of activity,-4.9,4.5045,0.9773,53.7882,1.3525,3,0 0 0 0 0 0 0 0,48.098,,,,,,-2.6229,,0.0521,,,2.4839,,,-0.6427,,1.8586,,,5.958,,4.1862,,,48.098,,QC'd by Activate Scientific
